experiment_id,query_id,query_text,track,source_doc_id,detector_label,retrieval_path,rank,doc_id,bm25_score,headline,news_text_or_snippet,n_hits_returned,top_k_tier,relevance_label
post_phase12_r_dev,R023,فواد چوہدری ne pehla science fair kab aur kahan karne ka elaan kiya,KI,59622,MIXED,urdu_bm25,1,3879,18.400897979736328,نیٹ فلیکس کے پاکستانی ورژن پر شوبز شخصیات کا ردعمل,وفاقی وزیر برائے سائنس ٹیکنالوجی فواد چوہدری نے گزشتہ دنوں اعلان کیا تھا کہ حکومت پاکستان اسٹریمنگ ویب سائٹ نیٹ فلیکس کا پاکستانی ورژن لانچ کرنے کے لیے تیار ہے سماجی رابطے کی ویب سائٹ ٹوئٹر پر کی گئی ٹوئٹ میں فواد چوہدری نے کہا تھا کہ وزارت سائنس ٹیکنالوجی میں ہم پاکستان کی پہلی او ٹی ٹی ٹیلی ویژن نیٹ فلیکس کا پاکستانی ورژن لانچ کرنے کے لیے مکمل طور پر تیار ہیںفواد چوہدری نے کہا تھا کہ اس ضمن میں ٹیکنالوجی کا کام مکمل ہوچکا ہے اور ہم نے پاکستان الیکٹرنک میڈیا ریگولیٹری اتھارٹی پیمرا سے کہا ہے ک…,50,top5,
post_phase12_r_dev,R023,فواد چوہدری ne pehla science fair kab aur kahan karne ka elaan kiya,KI,59622,MIXED,urdu_bm25,2,3653,18.06084632873535,فواد چوہدری کا اینیمیشن اور ویڈیو گیمز کے شوقین افراد کیلئے خصوصی پروگرام کا اعلان,وزارت سائنس ٹیکنالوجی میں وفاقی وزیر کا منصب سنبھالنے کے بعد سے فواد چوہدری ملک میں ٹیکنالوجی سے متعلق نت نئے اقدامات سامنے لارہے ہیں گزشتہ ماہ فواد چوہدری نے اعلان کیا تھا کہ حکومت پاکستان اسٹریمنگ ویب سائٹ نیٹ فلیکس کا پاکستانی ورژن لانچ کرنے کے لیے تیار ہے فواد چوہدری نے بتایا تھا کہ وزارت سائنس ٹیکنالوجی نے اسٹریمنگ ویب سائٹ کا کافی کام مکمل کرلیا ہے اور وزارت نے پاکستان الیکٹرنک میڈیا ریگولیٹری اتھارٹی پیمرا سے مواد ان ایئر کرنے سے متعلق ہدایات تیار کرنے کو کہا ہےمزید پڑھیں نیٹ فلیکس کا پا…,50,top5,
post_phase12_r_dev,R023,فواد چوہدری ne pehla science fair kab aur kahan karne ka elaan kiya,KI,59622,MIXED,urdu_bm25,3,20652,18.042356491088867,فواد چوہدری کا پہلا پاکستان سائنس فیئر منعقد کروانے کا اعلان,وفاقی وزیر برائے سائنس اینڈ ٹیکنالوجی فواد چوہدری نے پاکستان کے پہلے سائنس فیئر کے انعقاد کا اعلان کردیا سماجی رابطے کی ویب سائٹ ٹوئٹر پر اپنے ایک پیغام میں فواد چوہدری نے سائنس کے شعبے سے وابستہ پاکستانی نوجوانوں کو یہ نوید سنائی وفاقی وزیر کا کہنا تھا کہ پہلے پاکستان سائنس فیئر کا انعقاد رواں برس اگست میں اسلام اباد میں منعقد کیا جائے گا جس میں طالب علم اپنے پروجیکٹ پیش کر سکتے ہیں مزید پڑھیں خلائی دوربین کے بارے میں فواد چوہدری کا بیان چرچے عالمی میڈیا تک جا پہنچےاس حوالے سے انہوں نے مزید بت…,50,top5,
post_phase12_r_dev,R023,فواد چوہدری ne pehla science fair kab aur kahan karne ka elaan kiya,KI,59622,MIXED,urdu_bm25,4,59622,17.722244262695312,فواد چوہدری نے پاکستان سائنس فیئر کے انعقاد کا اعلان کردیا,اسلام باد09 مئی 2019 وزیر سائنس ٹیکنالوجی فواد چوہدری نے کہا ہے کہ پہلا پاکستان سائنس فیئر اگست میں اسلام باد میں منعقدہوگا میلے میں شرکت کیلئے جولائی سے رجسٹریشن کی جائے گی تفصیلات کے مطابق فواد چوہدری نے سماجی رابطے کی ویب سائٹ ٹوئٹر پر اپنے پیغام میں کہا ہے کہ پہلا پاکستان سائنس فیئر اگست میں اسلام باد میں منعقدہوگامیلے میں شرکت کیلئے جولائی سے رجسٹریشن کی جائے گی 2019 2019 وزیر سائنس ٹیکنالوجی نے اپنے بیان میں کہا ہے کہ نے ایسا کچھ بھی ایجاد کر لیاجو پاکستان کو دکھانا چاہتے ہیں تو تیار ہو ج…,50,top5,
post_phase12_r_dev,R023,فواد چوہدری ne pehla science fair kab aur kahan karne ka elaan kiya,KI,59622,MIXED,urdu_bm25,5,79785,17.60041046142578,ٹیسلا کے مالک کو پاکستان میں فیکٹری لگانے کی پیشکش,وفاقی وزیر برائے سائنس اینڈ ٹیکنالوجی فواد چوہدری نے امریکا کی کار بنانے والی نامور کمپنی ٹیسلا کے مالک ایلن مسک کو پاکستان میں فیکٹری لگانے کی پیشکش کی ہے فواد چوہدری کی جانب سے یہ دعوت اس وقت دی گئی جب گاڑیاں بنانے والی کمپنی کی جانب سے اعلان کیا گیا کہ وہ اب لاکھ کے قریب الیکٹرک گاڑیاں برلن میں فیکٹری لگا کر بنائیں گے مائیکرو بلاگنگ سائٹ ٹوئٹر پر العربیہ کی جانب سے شائع کی گئی خبر پر فواد چوہدری نے ری ٹوئٹ کرتے ہوئے ایلن مسک کو پاکستان میں فیکٹری لگانے کی دعوت دی وفاقی وزیر نے اپنے ٹوئٹ میں …,50,top5,
post_phase12_r_dev,R024,گوگل کی خودکار udan taxi ne New Zealand mein pehli test parwaz kab ki,KI,80278,MIXED,urdu_bm25,1,22819,19.88960838317871,کیا واقعی اوبر نے گوگل کا فارمولہ چوری کیا,سان فرانسسکو ان لائن ٹیکسی سروس فراہم کرنے والی کمپنی اوبرنے گوگل کے الزامات کا تمسخر اڑاتے ہوئے دلیل دی کہ ڈرائیور کے بغیر چلنے والی کار انہوں نے اپنی اعلی ٹیکنالوجی کی مدد سے تیار کیاوبر نے یہ جواب گوگل کی جانب سے کیے گئے عدالتی مقدمے میں سان فرانسسکو کی فیڈرل عدالت میں جمع کرایاگوگل نے ماہ قبل اوبر کے خلاف فارمولہ چوری کا عدالت میں کیس دائر کیا تھاگوگل نے اوبر پر ڈرائیور کے بغیر چلنے والی کار کے فارمولے کی چوری کا الزام لگایاخیال رہے کہ گوگل کی پیرنٹ کمپنی ایلفا نے وائمو نامی ڈرائیور کے بغیر…,50,top5,
post_phase12_r_dev,R024,گوگل کی خودکار udan taxi ne New Zealand mein pehli test parwaz kab ki,KI,80278,MIXED,urdu_bm25,2,79536,18.34331512451172,گوگل اب اپ کی کونسی معلومات خودبخود ڈیلیٹ کر دے گا,گوگل نے اب صارفین کی ایک سال کے دوران ریکارڈ کی گئی کچھ معلومات خودکار طریقے سے ڈیلیٹ کرنے کا نظام متعارف کروا دیا ہے گوگل کے سربراہ سندر پچائی نے کمپنی کے سیفٹی اینڈ سیکیورٹی بلاگ پرگزشتہ روز ایک مضمون میں گوگل کے مصنوعات میں صارفین کی پرائیویسی میں کچھ تبدیلیاں لانے کا اعلان کیا ہے گوگل کے مطابق اب صارفین کو کمپنی کی جانب سے ریکارڈ کی گئی تمام معلومات کو تین یا 18 مہینے کے دورانیے کے دوران خودکار طریقے سے ڈیلیٹ کرنے کا اختیار دے دیا گیا ہے اس تبدیلی کے بعد رواں ماہ سے گوگل نے ڈیفالٹ سیٹنگز کو…,50,top5,
post_phase12_r_dev,R024,گوگل کی خودکار udan taxi ne New Zealand mein pehli test parwaz kab ki,KI,80278,MIXED,urdu_bm25,3,14929,17.374553680419922,گوگل کی نئی خودکار ڈرائیونگ گاڑی متعارف,گوگل نے مکمل طور پر خودکار ڈرائیونگ کرنے والی چھوٹی گاڑیاں متعارف کرا دی ہیں جو ئندہ چند ماہ میں سڑکوں پر چلتی نظر ئیں گی2 نشستوں والی یہ مختصر گاڑی مکمل طور پر خودکار ڈرائیونگ کے مقصد کے لیے ہی تیار کی گئی ہیں اور اس میں انسانی مداخلت کا امکان ہی نہیں کیونکہ اسٹیئرنگ وہیل یا پیڈل وغیرہ موجود ہی نہیںگوگل کا کہنا ہے کہ وہ اگلے برسوں تک بغیر ڈرائیور کی گاڑیاں صارفین تک پہنچانے کے مشن پر کام کررہا ہےیہ نئی گاڑی گوگل کی سابقہ سیلف ڈرائیونگ کار کے مقابلے میں زیادہ خوبیوں کی حامل ہے تاہم یہ طویل سفر …,50,top5,
post_phase12_r_dev,R024,گوگل کی خودکار udan taxi ne New Zealand mein pehli test parwaz kab ki,KI,80278,MIXED,urdu_bm25,4,80131,17.147655487060547,گوگل کروم ورژن 69 کے خودکار لاگ ان فیچر سے صارفین کو ڈیٹا پرائیویسی کے خدشات,گوگل کے مقبول برازر کروم کے نئے ورژن 69 میں شامل خودکار لاگ ان فیچر سے صارفین کو اپنے ڈیٹا پرائیویسی کے حوالے سے خدشات لاحق ہوگئے ہیں واضح رہے کہ اس سے قبل یہ صارفین کے اپنے اختیار میں ہوتا تھا کہ وہ برازر پر لاگ ان ہوتے ہیں یا نہیں لیکن اب نئے ورژن میں صارفین جیسے ہی گوگل سرچ جی میل یا یو ٹیوب پر لاگ ان ہوں گے تو کروم بھی انہیں خودکار طور پر لاگ ان کردے گا صارفین اس حوالے سے تذبذب کا شکار ہیں کہ اس نئے فیچر کو شامل ہی کیوں کیا گیا ہے کیونکہ بہت سے صارفین کروم پر لاگ ان ہونا پسند نہیں کرتے لیکن…,50,top5,
post_phase12_r_dev,R024,گوگل کی خودکار udan taxi ne New Zealand mein pehli test parwaz kab ki,KI,80278,MIXED,urdu_bm25,5,20653,17.085250854492188,گوگل میں اپنا ڈیٹا خودکار طور پر ڈیلیٹ کرنا سیکھیں,جب بھی گوگل استعمال کرتے ہیں تو نہ چاہتے ہوئے بھی ایک معاہدہ کرلیتے ہیں کہ اس کی جو بھی سروس یعنی جی میل ڈرائیو سرچ یوٹیوب یا میپ استعمال کریں گے اس کے بدلے میں اپنے بارے میں معلومات اس سرچ انجن کو فراہم کریں گے گوگل اس معلومات کو اشتہاری کمپنیوں کو فراہم کرتا ہے تاکہ مدنی حاصل کرسکے اور کمپنیاں اسے اپنی مصنوعات کی فروخت کو بہتر بنانے کے لیے استعمال کرتی ہیںگوگل کے بارے میں جاننے کے لیے متعدد طریقہ کار استعمال کرتا ہے جیسے اگر اینڈرائیڈ فون استعمال کرتے ہیں تو کا نام فون نمبر جگہ اور بہت کچھ اس…,50,top5,
post_phase12_r_dev,R025,تیسرے ون ڈے میں ویسٹ انڈیز ne Pakistan ko jeet ke liye kitna target diya,KI,86209,MIXED,urdu_bm25,1,45011,28.492061614990234,تیسرا ون ڈے ویسٹ انڈیز کاٹاس جیت کر بیٹنگ کا فیصلہ,گیانا 92نیوز ویسٹ انڈیز نے تیسرے ون ڈے میں ٹاس جیت کر پہلے بیٹنگ کا فیصلہ کیا ہے تفصیلات کےمطابق پاکستان اور ویسٹ انڈیز کے درمیان کھیلی جانیوالی ون ڈے سیریز کے تیسرے اور اخری میچ میں ویسٹ انڈیز نے ٹاس جیت کر پہلے بیٹںگ کا فیصلہ کیا ہے دوسری طرف پاکستانی کپتان سرفراز احمد کا کہنا تھا کہ اگر وہ بھی ٹاس جیتتے تو پہلے فیلڈنگ کا فیصلہ کرتے,50,top5,
post_phase12_r_dev,R025,تیسرے ون ڈے میں ویسٹ انڈیز ne Pakistan ko jeet ke liye kitna target diya,KI,86209,MIXED,urdu_bm25,2,57041,28.215354919433594,پاکستانویسٹ انڈیزتیسراون ڈے کل ابو ظہبی میں8ویں پوزیشن کے لیےپاکستان کو لازمی فتح درکار,پاکستان اور ویسٹ انڈیز کے درمیان تیسرا ایک روزہ میچ کل ابوظہبی میں کھیلا جائے گا ٹھویں پوزیشن پر واپس نے کے لیے پاکستان کو تیسرے ون ڈے میں لازم فتح درکار ہے پاکستان اور ویسٹ انڈیز تیسرے ون ڈے کے لیے بدھ کو ابو ظہبی کے میدان پر منے سامنے ارہے ہیںابوظبی کے میدان پر پاکستان نے اب تک 29ون ڈے میچز کھیلے ہیں 13 میں کامیابی ملی اور 16 میں اس کو شکست ہوئی ہے پاکستان کو ٹھویں پوزیشن پر نے کے لیے تیسرے ون ڈے میں کامیابی ضروری ہے ویسٹ انڈیز اس وقت90 پوائنٹس کے ساتھ ٹھویں اور پاکستان 88 پوائنٹس کے ساتھ نوی…,50,top5,
post_phase12_r_dev,R025,تیسرے ون ڈے میں ویسٹ انڈیز ne Pakistan ko jeet ke liye kitna target diya,KI,86209,MIXED,urdu_bm25,3,94136,27.93721580505371,پاکستان اور ویسٹ انڈیز کے درمیان تیسرا اور پانچواں ون ڈے مشکوک قرار,لندن ایک برطانوی اخبار کا دعوی ہے کہ پاکستان اور ویسٹ انڈیز کے درمیان کھیلی گئی حالیہ سیریز کے تیسرے اور پانچویں ون ڈے میں سٹے بازی کی اطلاعات ملی ہیںبرطانوی میڈیا کا دعوی ہے کہ ئی سی سی کا اینٹی کرپشن یونٹ تیسرے اور پانچویں ون ڈے کی تحقیقات کرے گا اخبار کا دعوی ہے کہ تیسرے اور پانچویں ون ڈے میں سلو رن ریٹ تحقیقات کا مرکزی نقطہ ہوگا برطانوی اخبار کے مطابق تیسرے ون ڈے میں خری اوور میں پاکستان کی جانب سے رن وٹ کا چانس ضائع کرنے کے معاملے پر بھی تحقیقات کی جائیں گی جبکہ پانچویں ون ڈے میں ویسٹ انڈی…,50,top5,
post_phase12_r_dev,R025,تیسرے ون ڈے میں ویسٹ انڈیز ne Pakistan ko jeet ke liye kitna target diya,KI,86209,MIXED,urdu_bm25,4,86447,26.755260467529297,انگلینڈ کی ویسٹ انڈیز کو شکست سیریز کلین سوئپ کرلی,انگلینڈ نے ویسٹ انڈیز کو تیسرے ون ڈے میں 186رنز سے شکست دیکر میچز کی سیریز میں کلین سوئپ کرلیا ہے ویسٹ انڈیز کی ٹیم تیسرے ون ڈے میں 329رنز ہدف کے تعاقب میں 40 ویں اوور میں 142رنز بنا کر ائوٹ ہوگئی برج ٹاون بارباڈوس میں کھیلے گئے تیسرے میچ کا ٹاس ویسٹ انڈیزنے جیت کرفیلڈنگ کا فیصلہ کیا انگلینڈ نے ایلکس ہیلز اور جوروٹ کی سنچریوں کی بدولت 328 کا مجموعہ بنایا ہیلز اور روٹ نے دوسری وکٹ پر 192رنزکی شراکت قائم کی ہیلز 110اور روٹ نے101 رنز کی اننگزکھیلی الزاری جوزف نے اورجیسن ہولڈرنے شکار کئے ہدف کے تعا…,50,top5,
post_phase12_r_dev,R025,تیسرے ون ڈے میں ویسٹ انڈیز ne Pakistan ko jeet ke liye kitna target diya,KI,86209,MIXED,urdu_bm25,5,44675,26.746654510498047,انگلینڈ اور ویسٹ انڈیز کے درمیان پانچواں ون ڈے میچ کل کھیلا جائیگا,ساتھمپٹن ویب ڈیسک انگلینڈ اور ویسٹ انڈیز کے مابین ون ڈے سیریز کا اخری میچ اج کھیلا جائیگاانگلینڈ کی ٹیم کو پانچ میچوں کی سیریز میں تین صفر کی فیصلہ کن برتری حاصل ہے جبکہ ایک میچ بارش کی نذر ہو گیا تھا پہلے میچ میں انگلینڈ نے ویسٹ انڈیز کی ٹیم کو سات وکٹوں سے مات دی تھی دوسرا میچ بغیر کسی نتیجے کے ختم ہو گیا تھا انگلینڈ نے تیسرے میچ میں ویسٹ انڈیز کو 124 رنز سے مات دی تھی جبکہ میزبان ٹیم نے ویسٹ انڈیز کو چوتھے ون ڈے میچ میں چھ رنز سے شکست دے کر سیریز اپنے نام کر لی تھی,50,top5,
post_phase12_r_dev,R026,اقصی علی ne Meesha Shafi aur Ali Zafar jhagra par kya inkshaaf kiya,KI,67741,MIXED,urdu_bm25,1,67741,18.602216720581055,میشا شفیع اور علی ظفر کا معاملہ ماڈل گلوکارہ اقصی علی نے سنسنی خیز انکشاف کردیا,ویب ڈیسک29 اپریل 2018 نامور پاکستانی گلوکارہ میشا شفیع کی جانب سے علی ظفر پر لگائے جانے والے جنسی ہراسانی کےالزامات میں ہر روز نیا موڑ ارہا ہےواقعہ کے وقت جیم سیشن میں موجود پاکستانی ماڈل گلوکارہ اقصی علی نےمیشا کے الزامات سے پردہ اٹھاتے ہوئے سنسنی خیز انکشافات کیے ہیں نامور پاکستانی ماڈل گلوکارہ اور علی ظفر کی بینڈ ممبر اقصی علی نے بھی علی ظفر کی حمایت میں اواز اٹھاتے ہوئے کہا میشا شفیع جس جیم سیشن کی بات کررہی ہیں جہاں وہ دونوں اپنی پرفارمنس کی پریکٹس کررہے تھے میں بھی وہیں موجود تھی اور صرف …,50,top5,
post_phase12_r_dev,R026,اقصی علی ne Meesha Shafi aur Ali Zafar jhagra par kya inkshaaf kiya,KI,67741,MIXED,urdu_bm25,2,98573,15.83012866973877,اداکارہ ریما خان کا فیملی کے ہمراہ مقبوضہ بیت المقدس کا دورہ,ماضی کی سپر اسٹار ریما خان نے اپنے شوہر ڈاکٹر طارق شہاب کے ہمراہ مقبوضہ بیت المقدس کا دورہ کیااداکارہ ریما خان فیملی کے ہمراہ مسجد اقصی پہنچیں جہاں انہوں نے شب معراج کے موقع پر قبلہ اول میں خصوصی عبادت بھی کیاداکارہ نے انسٹاگرام پر مقبوضہ بیت المقدس میں مسجد اقصی کی تصاویر پوسٹ کرتے ہوئے شب معراج والے روز زیارت کی سعادت حاصل کرنے پر اللہکا شکر ادا کیا 27 24000 50 27 27 2019 1224 انہوں نے کہا کہ مسجد اقصی مسلمانوں کے ساتھ ساتھ دیگر مذاہب کیلئے بھی اہم ہے اور اس کی سعادت میرے کیلئے خوش نصیبی ہےاد…,50,top5,
post_phase12_r_dev,R026,اقصی علی ne Meesha Shafi aur Ali Zafar jhagra par kya inkshaaf kiya,KI,67741,MIXED,urdu_bm25,3,49072,15.644477844238281,میشا شفیع کے الزاماتعلی ظفر نے گلوکارہ کو قانونی نوٹس بھجوا دیا,کراچی 92 نیوز میشا شفیع کے الزامات پر علی ظفر نے گلوکارہ کو قانونی نوٹس بھجوا دیا علی ظفر نے وکلاء کے ذریعے 10کروڑ ہرجانے کا قانونی نوٹس بھجوایا ہرجانے کے نوٹس میں کہا گیا ہے کہ میشا شفیع دو ہفتوں میں میڈیا پر کر معافی مانگیں ورنہ ہرجانے کا دعوی دائر کیا جائے گا علی ظفرکےبینڈ کی اقصی اورکنزہ نےعلی ظفر کو بے قصور قرار دے دیا گلوکارائیں کہتی ہیں میشا نےجس روز ہراساں کرنے کی بات کی ہم بھی وہیں تھیں ان کا مزید کہنا تھا کہ علی ظفر کےساتھ سفر بھی کیا ہے اور لڑکیوں کو جان بوجھ کر ان پر گرتے بھی دیکھا …,50,top5,
post_phase12_r_dev,R026,اقصی علی ne Meesha Shafi aur Ali Zafar jhagra par kya inkshaaf kiya,KI,67741,MIXED,urdu_bm25,4,58792,15.28487777709961,اسپیشل اولمپکس گولڈ سمیت پاکستان نے15میڈل جیت لئے,لاس اینجلس میں جاری اسپیشل اولمپک گیمز میں پاکستانی ایتھیلیٹس کی شاندار کارکردگی کا سلسلہ جاری ہے اقصی جونیجو اوررامیل ارشد نے گولڈ میڈل جیت لئےچھ گولڈ سمیت پاکستان کے تمغوں کی تعداد پندرہ ہوگئی لاس اینجلس میں جاری اسپیشل اولمپک گیمز میں پاکستانی ایتھیلیٹس کی شاندار کارکردگی کا سلسلہ جاری ہے پاکستانی سوئمر اقصی جونیجو نے پچاس میٹر بیک اسٹروکس میں گول میڈل حاصل کرلیا اقصی نے گذشتہ روز پچاس میٹر بٹر فلائی میں سلور میڈل جیتا تھا اسپیشل ایتھلیٹ رامیل ارشد نے دومیٹر ریس میں طلائی تمغہ حاصل کیا محمد …,50,top5,
post_phase12_r_dev,R026,اقصی علی ne Meesha Shafi aur Ali Zafar jhagra par kya inkshaaf kiya,KI,67741,MIXED,urdu_bm25,5,96907,14.81085205078125,مردان نے انٹر ریجنل خواتین بیڈ منٹن چیمپئن شپ جیت لی,پشاور مردان ڈویژن نے انٹر ریجنل خواتین بیڈمنٹن چیمپئن شپ جیت لی قیوم اسپورٹس کمپلیکس پشاور میں کھیلے گئے ڈبلز فائنلز میں مردان کی اقصی اور عارفہ حسن نے ایبٹ باد کی عالیہ اور منہ کودو صفر سے ہرا دیا پہلے سنگل فائنل میں مردان کی عارفہ حسن نے ایبٹ باد کی عالیہ کے خلاف دو صفر سے کامیابی حاصل کی دوسرے سنگل فائنل میں مردان کی اقصی حسن نے ایبٹ اباد کی منزہ کو ہرا دیااس طرح مردان نے انٹر ریجنل چیمپئن شپ جیت لی ایبٹ باد نے دوسری اور پشاور کی ٹیم نے تیسری پوزیشن حاصل کی,50,top5,
post_phase12_r_dev,R027,کلینڈ میں نیوزی لینڈ ne West Indies ko pehle T20 mein kitne runs se haraaya,KI,93226,MIXED,urdu_bm25,1,93082,23.143192291259766,کلینڈ ٹیسٹ بھارتی ٹیم مشکلات سے دوچار,کلینڈبھارتی ٹیم نیوزی لینڈ کے خلاف کلینڈ ٹیسٹ میں مشکلات سے دوچار ہے 503رنز کے سامنے بھارت کے چار کھلاڑی 130پر پولین لوٹ گئے کلینڈ ٹیسٹ کے دوسرے روز میزبان نیوزی لینڈ نے 329رنز چار کھلاڑی سے اننگز شروع کی تو پہلے روز سنچری بنانے والے برینڈین مک کلم ڈبل سنچری بنانے میں بھی کامیاب ہوگئے انہوں نے280 گیندوں پر یہ سنگ میل عبور کیا وہ 224رنز بناکر ائوٹ ہوئے نیوزی لینڈ کی ٹیم پہلی اننگز میں 503رنز بناکر ائوٹ ہوگئی اشانت شرما نے 6کھلاڑیوں کو کیا جواب میں بھارت کی اننگز کا غاز انتہائی مایوس کن رہا پہلے …,50,top5,
post_phase12_r_dev,R027,کلینڈ میں نیوزی لینڈ ne West Indies ko pehle T20 mein kitne runs se haraaya,KI,93226,MIXED,urdu_bm25,2,44293,22.80694580078125,قومی کرکٹ ٹیم جیت کا جذبہ لیے نیوزی لینڈ پہنچ گئی,کلینڈ 92 نیوز قومی کرکٹ ٹیم جیت کے ارمان لیے نیوزی لینڈ پہنچ گئی سرفراز الیون کلینڈ میں قیام کریں گے کھلاڑی کل نیلسن روانہ ہوں گے گرین شرٹس کیویز کیخلاف پانچ ون ڈے اور تین ٹی 20 میچز کھیلیں گےشاہینوں نے کیویز کے دیس میں ڈیرے ڈال لیے قومی کرکٹ ٹیم نیوزی لینڈ پہنچ گئی گرین شرٹس کلینڈ میں قیام کریں گے کھلاڑی کل نیلسن روانہ ہوں گےبگ بیش میں مصروف شاداب خان کچھ دنوں میں ٹیم کو جوائن کریں گے بڑے مقابلوں کے لیے سرفراز الیون نے روانگی سے قبل قذافی اسٹیڈیم میں بھرپور پریکٹس کیقومی ٹیم نیوزی لینڈ کیخلاف …,50,top5,
post_phase12_r_dev,R027,کلینڈ میں نیوزی لینڈ ne West Indies ko pehle T20 mein kitne runs se haraaya,KI,93226,MIXED,urdu_bm25,3,93094,22.761438369750977,کلینڈ ٹیسٹ میں بھارت کو مشکلات نیو زی لینڈ کے4وکٹ پر329رنز,کلینڈ بھارتی کرکٹ ٹیم کیلئے دورہ نیوزی لینڈ ڈراونا خواب بنا ہوا ہےون ڈے سیریز چار صفر سے جیتنے والی کیوی ٹیم نے ٹیسٹ سیریز کا غاز بھی شاندار انداز میں کیا ہے کلینڈ ٹیسٹ میں بھارتی بولرز نے نیوزی لینڈ کی تین وکٹ تو 30 رنز پر گرا دیں لیکن پھر ولیم سن اور برینڈن میک کولم نے شاندار بیٹنگ کی دونوں نے سنیچری بنائیولیم سن 113 رنز بنا کر وٹ ہو ئےلیکن جب پہلے دن کا کھیل ختم ہوامیک کولم 143 اور کورے اینڈرسن 42 رنز بنا کر وکٹ پر موجود تھےنیوزی لینڈ کا اسکور چار وکٹ پر 329 ہو چکا تھاظہیر خان اور اشانت شرما…,50,top5,
post_phase12_r_dev,R027,کلینڈ میں نیوزی لینڈ ne West Indies ko pehle T20 mein kitne runs se haraaya,KI,93226,MIXED,urdu_bm25,4,93226,22.719070434570312,کلینڈنیوزی لینڈ نے ویسٹ انڈیز کوپہلے ٹی ٹوئنٹی میں ہرادیا,کلینڈ نیوزی لینڈ نے ویسٹ انڈیز کیخلاف دو ٹی ٹوئنٹی میچز کی سیریز کا پہلا ٹی ٹوئنٹی میچ 81رنز سے جیت لیا کلینڈ میں ہونیوالے میچ میں نیوزی لینڈ نے 189رنزاسکورکئےبرینڈن میکلم 60اورلیوک رونچی 48رنزبناکرناٹ وٹ رہےٹیینو بیسٹ نے تین کھلاڑیوں کوٹ کیاجواب میں ویسٹ انڈیزکی بیٹنگ لائن ناکام ہوگئی اور8وکٹ پر108رنزبناسکینیتھن میکلم نیچاراورجیمزنیشم نے تین وکٹیں حاصل کیں,50,top5,
post_phase12_r_dev,R027,کلینڈ میں نیوزی لینڈ ne West Indies ko pehle T20 mein kitne runs se haraaya,KI,93226,MIXED,urdu_bm25,5,46558,22.661176681518555,کلینڈ پاکستان اور نیوزی لینڈ تیسرے ون ڈے میں مدمقابل پاکستان کی پہلے بیٹنگ نیوزی لینڈ کو جیت کیلئے 291 رنز کا ہدف,اکلینڈ نائنٹی ٹو نیوز پاکستان اور نیوزی لینڈ کلینڈ میں تیسرے ایک روزہ میچ میں مدمقابل ہیں میچ میں پاکستان نے نیوزی لینڈ کو جیت کے لیے 291 رنز کا ہدف دے دیا ہے پاکستانی ٹیم کے کپتان اظہر علی نے نیوزی لینڈ کے خلاف ٹاس جیت کر بیٹنگ کا فیصلہ کیا نیوزی لینڈ کو تین ایک روزہ میچوں کی سیریز میں ایک صفر کی برتری حاصل ہے شاہین سیریز کو برابر جبکہ کیویز سیریز اپنے نام کرنے کی کوشش کریں گے اخری ایک روزہ میچ کیلئے پاکستانی ٹیم میں تبدیلیاں کی گئی ہیں عماد وسیم اور انور علی کو ڈراپ جبکہ شعیب ملک اور راحت علی…,50,top5,
post_phase12_r_dev,R028,فیس بک comments mein animated GIF bhejne ka naya button kab aaya,KI,22551,MIXED,urdu_bm25,1,59850,14.713462829589844,فیس بک واٹس ایپ اور انسٹا گرام کی سروس 90 منٹ تک معطل,ویب ڈیسک04 ستمبر 2018 دنیا کے کئی ممالک میں تکنیکی خرابی کے باعث گذشتہ رات سوشل میڈیا ویب سائٹ فیس بکواٹس ایپ اور انسٹا گرام کی سروس نوے منٹ تک معطل رہی فیس بک انتظامیہ کا کہنا ہے کہ تکنیکی خرابی پر قابو پا کر بڑی حد تک مسئلے کو حل کر لیا گیا ہے نیٹ ورکنگ میں خرابی کے باعث مختلف مقامات پر صارفین کو فیس بک پر پریشانی کا سامنا کرنا پڑا فیس بک ترجمان نے فیس بک سروس متاثر ہونے پر صارفین سے معذرت کی ہے یہ بھی پڑھیے فیس بک نے فیس بک واچ نامی ویڈیو سروس متعارف کروادی فیس بک کا نیا فیچر متعارف کرانے کا…,50,top5,
post_phase12_r_dev,R028,فیس بک comments mein animated GIF bhejne ka naya button kab aaya,KI,22551,MIXED,urdu_bm25,2,103659,14.705718994140625,کئی ممالک میں فیس بک سروسز کچھ دیرمعطل رہنے کے بعد بحال,کراچیدنیا کے بیشتر ممالک میں سوشل نیٹ ورکنگ ویب سائٹس فیس بک سروس کچھ دیرمعطل رہنے کے بعد بحال ہوگئیپاکستان میں بھی فیس بک استعمال کرنے والے صارفین کو مشکلات کا سامنا رہا پاکستان سمیت دنیا کے بیشتر ممالک میں فیس بک کی سروسز عارضی طور پرمعطل ہو گئی پاکستان میں رات ایک بجے کے بعد اچانک فیس بک کی ویب سائٹس متاثر ہوئی خرابی کے دوران دنیا بھرمیں فیس بک کے کروڑوں صارفین کو پرسنل ڈیٹا تک رسائی میں مشکلات کا سامنا کر نا پڑا ویب سائٹ کے ترجمان نے ایک بیان جاری کیا جس میں کہا گیا کہ فیس بک بند ہونے کی وج…,50,top5,
