annotation_row_id,query_id,query_text,doc_id,headline,snippet,shuffle_position
R065_32252,R065,Pakistan cricket team recent tours par performance kyun inconsistent hai,32252,ویمنز ٹیم پاکستان کرکٹ ٹیم کیلئے مثال ہے اظہر محمود,پاکستان ویمنز کرکٹ ٹیم مشہور معروف مینز کرکٹ ٹیم کے مقابلے میں بے شک زیادہ تجربہ کار نہ ہو لیکن ورلڈ ٹی ٹوئنٹی میں ان کی کارکردگی اور جذبے نے متعدد لوگوں کو داد دینے پر مجبور کردیاورلڈ ٹی ٹوئنٹی میں پاکستانی کی مینز کرکٹ ٹیمہندوستان نیوزی لینڈ اور سٹریلیا کے خلاف یکے بعد دیگرے شکستوں کے بعد ایونٹ کے سپر 10 مرحلے میں ہی,11
R065_82230,R065,Pakistan cricket team recent tours par performance kyun inconsistent hai,82230,پاک سری لنکا پہلا ون ڈے دیکھنے ئی سی سی کے جنرل منیجر کراچی ئیں گے,کراچی انٹرنیشنل کرکٹ کونسل ائی سی سی کے جنرل منیجر جیف ایلاڈائز پاکستان کی دعوت پر پاکستان اور سری لنکا کا پہلا ون ڈے انٹرنیشنل دیکھنے کراچی ارہے ہیںجیف جمعرات کی صبح ائی سی سی میچ ریفری ڈیوڈ بون اور امپائرز کے ساتھ کراچی ارہے ہیں ائی سی سی میچ افیشل کی کراچی امد سے قبل ائی سی سی کے سیکیورٹی کنسلٹنٹ شان نورس اور ایڈوان,12
R065_45327,R065,Pakistan cricket team recent tours par performance kyun inconsistent hai,45327,ملائشین کرکٹ ٹیم پاکستان پہنچ گئی,لاہور92نیوزملائیشین کرکٹ ٹیم لاہور پہنچ گئی ٹیم اپنے دورہ کے دوران مختلف کلبوں سے پانچ میچز کھیلے گی این سی اے میں تربیتی کیمپ میں بھی شرکت کریگیتفصیلات کےمطابق لاہور ائیر پورٹ پر ملائشین کرکٹ ٹیم کا استقبال پاکستان کرکٹ بورڈ کے عہدیداروں نے کیا مہمان ٹیم نیشنل کرکٹ اکیڈمی لاہور میں ہائی پرفارمنس تربیتی کیمپ میں شرکت ک,13
R065_29655,R065,Pakistan cricket team recent tours par performance kyun inconsistent hai,29655,مانچسٹر دھماکا بھارت نے چیمپئنز ٹرافی پر خدشات ظاہر کردیے,برطانیہ کے شہر مانچسٹر میں ہونے والے خود کش دھماکے کے بعد پاکستان کے ساتھ ساتھ بھارتی کرکٹ بورڈ نے بھی یکم جون سے شروع ہونے والی چیمپئنز ٹرافی کی سیکیورٹی پر خدشات کا اظہار کردیافرانسیسی خبر رساں ایجنسی اے ایف پی کے مطابق ایونٹ کی دفاعی چیمپیئن بھارتی کرکٹ ٹیم نے مانچسٹر بم دھماکے کے بعد پیدا ہونے والے سیکیورٹی خدشات ک,14
R066_30560,R066,LUMS undergraduate admission deadline 2026,30560,فٹ بال ورلڈکپ2026 کیلئے 48 ٹیموں کی منظوری,فٹ بال کی عالمی گورننگ باڈی فیفا نے ورلڈکپ 2026 میں 32 کے بجائے 48 ٹیموں کو شامل کرنے کے فیصلے کی منظوری دے دی ہے48 ٹیموں کو 16 گروپوں میں تقسیم کیا جائے گا اور ہر گروپ میں تین تین ٹیموں کو رکھا جائے گا 32 ٹیمیں ناک مرحلے میں داخل ہوں گی جبکہ 64 کے بجائے 80 میچز ہوں گے لیکن ٹورنامنٹ کا دورانیہ وہی 32 دن کا ہوگا اور ہر ,1
R066_95689,R066,LUMS undergraduate admission deadline 2026,95689,اسٹار فٹ بالر لائنل میسسی نے ایک بار پھر گولڈن بوٹ ایوارڈ جیت لیا,بارسلوناارجنٹائن اور بارسلونا کے اسٹار فٹ بالر لائنل میسسی نے ایک اور اعزاز اپنے نام کرلیا انہوں نے کیرئیر میں دوسری بار گولڈن بوٹ ایوارڈ جیت لیابارسلونا میں ہونے والی تقریب میں لائنل میسسی کو گولڈن بوٹ ایوارڈ گزشتہ سال ہسپانوی کلب بارسلونا کی جانب سے 50 گول کرنے پر ملا وہ اس سے پہلے 2010 میں بھی یہ ایوارڈ جیت چکے ہیں ,2
R066_73183,R066,LUMS undergraduate admission deadline 2026,73183,اسلام ابادسی پیک سمٹ اینڈ ایکسپواج شروع ہورہی ہے,سی پیک سمٹ اینڈ ایکسپواج اسلام اباد میں شروع ہورہی ہے جس کا افتتاح وزیراعظم نواز شریف کریں گے پاک چائنا فرینڈشپ سینٹراسلام ابادمیں ہونےوالی اس کانفرنس اورنمائش کامقصدناصرف وژن2025ءکےتحت پاکستان میں مختلف شعبوں میں سرمایہ کاری کے مواقع سے متعلق اگاہی اجاگر کرناہے بلکہ سی پیک سے متعلق تمام قیاس ارائیوں کو ختم کرنا بھی ہے,3
R066_84126,R066,LUMS undergraduate admission deadline 2026,84126,فٹبال ورلڈکپ2026 کی میزبانی امریکا کینیڈا اور میکسیکو کو مل گئی,تاریخ کے سب سے بڑے فٹبال ورلڈکپ 2026 کی میزبانی امریکا کینیڈا اور میکسیکو مشترکہ طور پر کریں گےروس میں فیفا ورلڈکپ 2018 کا اغاز کل سے ہو گا لیکن اس سے قبل وہیں 2026 ورلڈ کپ فٹبال کے میزبان کا بھی فیصلہ ہو گیا ماسکو میں ہونے والے فیفا کانگریس میں امریکا کینیڈا اور میکسیکو کو 134 ووٹ ملے جب کہ مراکش کے حصے میں 65 ووٹ ئے2,4
R066_31206,R066,LUMS undergraduate admission deadline 2026,31206,48 ٹیموں کا فیفا ورلڈ کپ کرانے کی تجویز,فیفا کے صدر گیانی انفنٹینو نے ورلڈ کپ میں توسیع کیلئے اس میں 48 ٹیمیں شامل کرنے کی تجویز پیش کی ہے جس پر 2026 میں عمل درمد کیا جا سکتا ہےگیانی انفنٹینو نے 2026 ورلڈ کپ میں 48 ٹیموں کی شرکت کی تجویز کی تفصیلات بتاتے ہوئے کہا کہ ابتدائی پلے رانڈ میں 16 ٹیمیں صرف ایک میچ کھیل کر وطن واپس لوٹ جائیں گی اور 16 فاتح ٹیمیں ایو,5
R066_27820,R066,LUMS undergraduate admission deadline 2026,27820,شمالی امریکا کو 2026 ورلڈ کپ کی میزبانی مل گئی مراکش محروم,شمالی امریکا نے ورلڈ کپ 2026 کی میزبانی کا شرف حاصل کر لیا جہاں مالی وسائل اور سفری سہولیات پر شکوک کے سبب مراکش فٹبال کی تاریخ میں پہلے 48ٹیموں پر مشتمل عالمی کپ کی میزبانی سے محروم ہو گیاامریکا نے 1994 میں ورلڈ کپ کی میزبانی کی تھی اور اب 32سال بعد ایک مرتبہ عالمی کپ کی مشترکہ طور پر میزبانی کرے گا جہاں اس کے ساتھ می,6
R066_55132,R066,LUMS undergraduate admission deadline 2026,55132,فٹبال ورلڈکپ2026 امریکامیکسیکو اورکینیڈاکو مشترکہ میزبانی سونپ دی گئی,ماسکو14جون 2016 فٹبال ورلڈکپ2026 کے امریکامیکسیکو اورکینیڈامیں مشترک میزبان ہوں گے مشترک میزبانوں کوفیفاکانگریس میں134 اورمراکش کو65 ووٹ ملے ٹورنامنٹ میں ریکارڈ 48 ممالک شرکت کریں گے ماسکوروس میں گذشتہ روز فٹبال کی عالمی تنظیم فیفاکی68 ویں کانگریس منعقد ہوئیجس میں ارکان نےفٹبالورلڈکپ2026 کی میزبانی کےلئے ووٹ دیئے اپریل,7
R066_26590,R066,LUMS undergraduate admission deadline 2026,26590,بھارت کو فیفا کونسل کی رکنیت مل گئی ورلڈ کپ 2026 پر نظریں مرکوز,بھارتی فٹ بال فیڈریشن کے صدر پرافل پٹیل کو فیفا کی طاقتور کونسل کی رکنیت ملنے کے بعد نئی دہلی نے فٹ بال ورلڈ کپ 2026 کا حصہ بننے کی جانب نظریں مرکوز کر لی ہیںغیر ملکی خبر رساں ادارے اے ایف پی کے مطابق فیفا کونسل کی رکنیت ملنے کے بعد پرافل پٹیل نے امید ظاہر کی کہ اگلے مرحلے میں تمام تر توجہ ورلڈ کپ میں کوالیفائی کرنے کے,8
R066_110939,R066,LUMS undergraduate admission deadline 2026,110939,حکومت کی نیت صاف نتائج میں وقت لگے گا ایکسپریس فورم,ملکی تاریخ کا مشکل ترین دور ہے عامر حسن پی ٹی ائی تبدیلی کے نام پر تباہی لائی قیصر شریف فوٹو فائل لاہورملک اگرچہ مشکل دور سے گزر رہا ہے تاہم حکومت کی نیت ٹھیک ہے ملکی مفاد میں جو پالیسیاں بنائی جارہی ہیں ان کے نتائج انے میں وقت لگے گا حکومتی اپوزیشن رہنماں نے ملک کو درپیش چیلنجز اور ان کا حل کے موضوع پر منعقدہ ایکسپریس,9
R067_109928,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,109928,مزدور کی کم سے کم اجرت 17500 روپے کر دی سعید غنی,تمام مزدوروں کو کم سے کم اجرت ملتی ہے یانہیں اس کو نہیں دیکھ سکتے وقفہ سوالات فوٹو فائل کراچی وزیراطلاعات محنت سندھ سعید غنی نے کہا ہے کہ غیر ہنرمند مزدوروں کی کم سے کم اجرت رواں سال 16200سے بڑھا کر 17500 روپے کردی گئی ہے سندھ اسمبلی کے وقفہ سوالات میں محکمہ محنت کے حوالے سے مختلف ارکان کے سوالات اور ان کے ضمنی سوالوں ,1
R067_107523,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,107523,جولی ایل ایل بیکے رومانٹک سونگ کی وڈیو جاری کردی,نئی دہلیمنا بھائی اےم بی بی اےس کے سرکٹ اور ڈاکٹر استھانہ اےک بار پھر بالی ووڈ مےں ساتھ دھمال مچانے کے لےے تےار ہےں اورانکی نے والی فلم جولی اےل اےل بیکے نئے رومانٹک گانےاجنبی بن جائےکی وڈےوجاری کردی ہےاجنبی بن جائے کے بولوں پر مبنی اس رومانٹک سونگ کومعروف پلے بےک سنگر موہت چوہان اور شرےا گھوشال کی واز مےں رےکارڈ کےا گ,2
R067_11438,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,11438,خواتین ہدایت کاروں سے سیکھنے کو ملا,بولی وڈ اداکار شاہ رخ خان اپنی زندگی میں موجود ہر خاتون کے شکر گزار ہیں جن میں ایک جگہ ان کی خواتین ہدایت کاروں کی بھی ہےانڈین ایکسپریس کی رپورٹ کے مطابق شاہ رخ خان کا ایک ایونٹ کے دوران اپنی فلم ڈیئر زندگی پر بات کرتے ہوئے کہنا تھا کہ خواتین ہدایت کاروں کے باعث اب ان کا کام مزید اسان ہوگیا ہےانہوں نے کہا کہ ویسے تو می,3
R067_42846,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,42846,انڈر ٹیکر فزیکل کنسلٹنٹ بن گئے,نیویارکویب ڈیسک انڈر ٹیکر عالمی شہرت یافتہ ریسلر تھے جو اس کھیل سے ریٹائر ہونے کے بعد اب ایسا کام کر رہے ہیں کہ سن کر لوگوں کی حیرت کی انتہائنہ رہے گی انڈر ٹیکر اکھاڑے میں واپس تے ہیں یا نہیں اس سے قطع نظر وہ ان دنوں ایک اور انوکھا کام کر رہے ہیں اور کام یہ ہے کہ وہ اپنے انسٹاگرام اکائونٹ کے ذریعے لوگوں کو کھانے پینے و,4
R067_106805,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,106805,فلمپھٹا پوسٹر نکلا ہیرو کے ئٹم سونگدھتنگ ناچکی وڈیو جاری,ممبئیاین جی ٹیشاہد کپور ایک بار پھر سلور اسکرین پر واپسی کے لیے تیار ہوگئے ہیں جن کی الیانا ڈی کروز کیساتھ نئی رومانٹک کامیڈی فلمپھٹا پوسٹر نکلا ہیروکیلئے راک اسٹار گرل نرگس فخری کے ئٹم سونگ کی وڈیوکے علاوہ نیا ڈائیلاگ پرومو جاری کردیا گیا ہےارشاد کامل کے تحریر کردہ چل دھتنگ ناچکے بولوں پر مبنی اس گانے کونقاش عزیز اور ,5
R067_75481,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,75481,کوئلے پر ڈیوٹی کا نفاذسیمنٹ کی بر امدات متاثر ہونے کا خدشہ,کراچیدر امدی کوئلے پر ڈیوٹی کے نفاذ سے سیمنٹ کی تیاری مہنگی پڑ رہی ہے مینو فیکچررز کا کہنا ہے کہ اگر حکومت نے پیداواری لاگت میںکمی کیلئے اقدامات نہ لیئے تو سیمنٹ کی قیمتوں میں اضافہ ناگزیر ہو جائے گاال پاکستان سیمنٹ مینو فیکچررز ایسوسی ایشن کا کہنا ہے کہ صنعت نے سیمنٹ کی پیداواری لاگت کم کرنے کے لئے مہنگے فرنس ائل کے ب,6
R067_106866,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,106866,بالی ووڈ رومانٹک کامیڈی فلمپھٹا پوسٹر نکلا ہیروکاپہلا گانا ریلیز,ممبئی این جی ٹی بالی ووڈ ہیروشاہد کپور اور الیانا ڈی کروز کی نئی رومانٹک کامیڈی فلمپھٹا پوسٹر نکلا ہیروکا پہلاگانا مسٹر ڈی جے مداحوں کیلئے ریلیز کردیا گیا ہےرائٹر وہدایتکار راجکمار سنتوشی کی اس فلم کو سدھارتھ رائے کپوررونی اسکریو والااور رمیش تروانی نے مشترکہ طور پر پروڈیوس کیا ہے فلم میں شاہد اور الیانا کیساتھ درشن جر,7
R067_12303,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,12303,مجھے نہیں لگتا شاہ رخ میرے ساتھ کام کرنا چاہتے ہیں,بولی وڈ میں موجود تقریبا ہر اداکارہ کا خواب ہے کہ وہ کنگ کے نام سے مشہور شاہ رخ خان کے ساتھ کام کریں تاہم بولی وڈ کے نامور خاندان سے تعلق رکھنے اور کئی کامیاب اداکاروں کے ساتھ فلم میں کام کرنے کے باوجود اداکارہ سونم کپور اب تک شاہ رخ خان کے ساتھ کام کرنے کا موقع نہیں حاصل کرسکی31 سالہ سونم کپور کا شمار بولی وڈ کی ان اد,8
R067_79584,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,79584,ٹوئٹر ملازمین ہمیشہ گھروں سے کام کر سکتے ہیں,عالمی وبا کورونا وائرس کے پیش نظر متعدد کمپنیوں نے اپنے ملازمین کے تحفظ کے لیے انہیں گھر سے کام کرنےکی اجازت دے رکھی ہے مقبول ترین ٹیکنالوجی کمپنیاں گوگل فیس بک اور ٹوئٹر کے ملازمین بھی موجودہ صورتحال کی وجہ سے گھروں سے ہی کام کر رہے ہیں اس ضمن میں مائیکرو بلاگنگ سائٹ ٹوئٹر کے سربراہ جیک ڈورسی کا کہنا ہے کہ ان کے ملازم,9
R067_109112,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,109112,سندھ میں کم لاگتی سرکاری ہاسنگ اسکیموں کیلیے سیلز ٹیکس کی چھوٹ,نجی شعبے کی ہاسنگ اسکیمیں اس ترغیب سے استفادہ نہیں کر سکتیں ایڈوائزر فوٹو فائل کراچیحکومت سندھ نے سستے گھروں کی سرکاری اسکیموں کے لیے سیلز ٹیکس کی ترغیب کا اعلان کردیاہے اورکم لاگتی ہاسنگ اسکیموں پر سیلز ٹیکس کی چھوٹ دے دیدی ہے سندھ حکومت نے سرکاری اسکیم پردیے جانے والی خدمات پر 13 فیصد سیلز ٹیکس معاف کردیا ہے سندھ بور,10
R067_109104,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,109104,پراپرٹی ایکسپو شروع پہلے ہی دن عوام کا سیلاب امڈایا,ایکسپومیںایٹین کی جانب سے سرمایہ کاروں کیلیے2ارب ڈالر کے تعمیرات منصوبے کی نمائش کی گئی فوٹو فائل کراچیمقامی رئیل اسٹیٹ کے سرفہرست پورٹل زمین ڈاٹ کام کے تحت روزہ زمین ایکسپو کراچی2020 کراچی ایکسپوسینٹر کے ہال نمبر456 میں شروع ہوگئی نمائش میں پہلے ہی دن عوام سیلاب امڈ ایانمائش میں ملک بھر سے 140سے زائد رئیل اسٹیٹ ڈیولپر,11
R067_111268,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,111268,لکڑی کی قیمت میں 70 اور فرنیچر سازی کی لاگت میں100 فیصد اضافہ,لکڑی کے ہزار کنٹینر درامد کیے جاتے ہیں زائد درامدی لاگت کے باعث کشتیوں کی برامد 12 سال سے بند ہے شرجیل گوپلانی فوٹو ایکسپریس فائل کراچیڈالر کی بڑھتی ہوئی قدر درامدہ لکڑی پرعائد ڈیوٹی ٹیکسز اور ریگولیٹری ڈیوٹی کے باعث مقامی مارکیٹ میں لکڑی کی قیمت میں 70 فیصد اور فرنیچر سازی کی لاگت میں 100فیصد اضافہ ہوگیا ہے ذرائع نے ا,12
R067_102011,R067,Pakistani dramas ki stories pehle se kam strong kyun lagti hain,102011,جیکولین کی کنگ خان اورمسٹر پرفیکٹ کیساتھ کام کرنے کی خواہش,بولی ووڈکی شاید ہی کوئی ایسی اداکارہ ہو جسے فلم نگری کے خانز کے ساتھ کام کرنے کی خواہش نہ ہو اور ایسی ہی ایک اداکارہ جیکولین فرنانڈس بھی ہیں جو کہ سلمان کے بعد اب شاہ رخ اور عامر کے ساتھ کام کرنے کیلئے پر تولنے لگیں ہیںسری لنکن نژاد اداکارہ جیکولین فرنانڈس ویسے تو کئی برسوں سے بالی وڈ میں ہیں لیکن انہیں اصل شہرت 2014 م,13
R068_63186,R068,iphone 16 Pakistan price,63186,کاروباری ہفتے کا دوسرا روز پاکستان اسٹاک مارکیٹ 203 پوائنٹس کی کمی کے ساتھ بند,کراچی 13 اکتوبر 2020 پاکستان اسٹاک ایکسچینج میں دوسرے روز بھی مندی چھائی رہی مارکیٹ 203پوائنٹس کی کمی سے 40 ہزار6کی سطح پربند ہوئی پاکستان اسٹاک ایکسچینج میں کاروباری ہفتے کے دوسرے روز بھی منفی رجحان رہا مارکیٹ 203 پوائنٹس کی کمی سے40 ہزار6کی سطح پربند ہوئیدن بھرمجموعی طور پر 355 کمپنیوں کے شیئرز میں کاروبار ہوا210 کمپ,1
R068_56688,R068,iphone 16 Pakistan price,56688,دبئی پاکستان انڈر 16 ٹیم کا سٹریلیا انڈر 16 کے خلاف کلین سوئپ,دبئی انڈر16 ٹی ٹوئنٹی کرکٹ سیریز کے تیسرے اور خری میچ میں پاکستان نے سٹریلیا کو سنسنی خیز مقابلے کے بعد چار رنز سے ہرا دیا اس کے ساتھ ہی گرین شرٹس نے انڈر 16میں کینگروز کے خلاف کلین سوئپ کرلیا سیریز کے خری میچ میں پاکستان نے اٹھارہ اعشاریہ پانچ اوورز میں ایک سو چھتیس رنز بنائے روحیل نذیر نے شاندار 57 رنز بنائے سٹریلیا ,2
R068_63256,R068,iphone 16 Pakistan price,63256,پاکستان اسٹاک مارکیٹ میں کاروباری ہفتہ 116 پوائنٹس کی کمی کے ساتھ اختتام پذیر,کراچی 11 ستمبر 2020 پاکستان اسٹاک مارکیٹ میں کاروباری ہفتہ 116 پوائنٹس کی کمی سے 42 ہزار 530 پر اختتام پذیر ہوگیا کاروباری ہفتے کے خری روز پاکستان اسٹاک ایکسچینج میں 116 پوائنٹس کی کمی دیکھی گئی مارکیٹ 116 پوائنٹس کی کمی سے 42 ہزار 530 پوائنٹس پر بند ہوئی دن بھر مجموعی طور پر 381 کمپنیوں کے شیئرز میں کاروبار ہوا 216 کم,3
R068_3096,R068,iphone 16 Pakistan price,3096,پاکستان2050تک 16ویں بڑی معیشت,کراچی پاکستان اپنی ملکی مجموعی پیداوار جی ڈی پی کے باعث 2050 تک دنیا کی 16 ویں بڑی معیشت بن جائے گایہ بات عالمی سطح پر پیشہ ورانہ خدمات فراہم کرنے والے لندن کے دنیا کے چار بڑے اڈیٹرز میں شمار ہونے والے ادارے پرائس واٹر ہاس کوپرس پی ڈبلیو سی کی جانب سے جاری کردہ پرچیزنگ پاور پیرٹی رپورٹ میں کہی گئی ہےاس رپورٹ کا مقصد یہ,4
R068_63614,R068,iphone 16 Pakistan price,63614,اسٹاک ایکسچینج میں کاروبار 16 پوائنٹس کے اضافے پر بند,کراچی 11 مئی 2020 پاکستان اسٹاک ایکسچینج میں کاروبار کا اختتام 16 پوائنٹس کے اضافے سے ہوا اضافے کے بعد مارکیٹ 33 ہزار 283پر بند ہوئی کاروباری ہفتے کے پہلے روز پاکستان اسٹاک ایکسچینج میں ملا جلا رجحان رہا مارکیٹ 16 پوائنٹس اضافے سے 33 ہزار 283پر بند ہوئی مارکیٹ کی بلند ترین سطح 33316 جبکہ کم ترین سطح 33126 رہی انٹر بینک,5
R068_61386,R068,iphone 16 Pakistan price,61386,ڈالر کی قیمت میں اضافہ,کراچی 16 مئی 2017 انٹر بینک مارکیٹ میں ڈالر کی قیمت میں 10 پیسے اضافہ ہوگیا ڈالر کی نئی قیمت 106 روپے 40 پیسے ہوگئی اوپن مارکیٹ میں ڈالر کی قیمت خرید میں 10 پیسے کا اضافہ ہوا ہے جس کے بعد نئی قیمت 105 روپے 85 پیسے ہوگئی ہے جبکہ انٹربینک مارکیٹ میں ڈالر کی قیمت 10 پیسے اضافے کے بعد 106 روپے 40 پیسے ہوگئی ہے دوسری جانب ا,6
R068_63182,R068,iphone 16 Pakistan price,63182,کاروباری ہفتے کا تیسرا روز پاکستان اسٹاک مارکیٹ 137 پوائنٹس کے اضافے کے ساتھ بند,کراچی 14 اکتوبر 2020 پاکستان اسٹاک ایکسچینج میں کاروباری ہفتے کے تیسرے روز مارکیٹ 137پوائنٹس کے اضافے پر بند ہوئی سونے کی فی تولہ قیمت میں 400روپے کمی ہوگئی کاروباری ہفتے کے تیسرے روز پاکستان اسٹاک ایکسچینج میں 137 پوائنٹس کا اضافہ ہوگیا جس کے بعد مارکیٹ40ہزار 144 پر بند ہوئی دن بھر مجموعی طور پر 357 کمپنیوں کے شیئرز م,7
R068_1032,R068,iphone 16 Pakistan price,1032,ماہ میں ٹے کی قیمت میں فی کلو 16 روپے تک اضافہ,کراچی سندھ حکومت کی جانب سے گندم کے 100 کلو کے تھیلے کی قیمت میں 200 روپے کا اضافہ کرنے کے بعد چکی مالکان نے ایک مرتبہ پھر ٹے کی قیمت میں اضافہ کردیا خیال رہے کہ گزشتہ برس گندم کے 100کلو گرام کے تھیلے کی قیمت ہزار 250 روپے تھی جو حالیہ اضافے کے بعد ہزار 450 روپے ہوگئیحالیہ اضافے کے بعد ڈھائی نمبر ٹے کی قیمت 47 روپے 50 ,8
R068_65609,R068,iphone 16 Pakistan price,65609,بجلی روپے 16 پیسے مہنگی کر دی گئی,اسلام باد26 ستمبر 2018 نیپرا نے بجلی کی قیمت میں ایک روپے 16 پیسے اضافے کی منظوری دے دی نیپرا نے بجلی کی قیمت میں ایک روپے 16 پیسے اضافے کی منظوری دیدی ہے قیمت میں اضافہ اگست کی فیول پرائس ایڈجسٹمنٹ کی مد میں کیا گیا اگست میں بجلی کی پیداواری لاگت روپے 91 پیسے فی یونٹ رہی اور صارفین سے اگست میں روپے 75 پیسے فی یونٹ وصو,9
R068_63196,R068,iphone 16 Pakistan price,63196,سونے کی فی تولہ قیمت میں ایک بار پھر بڑا اضافہ,کراچی 10 اکتوبر 2020 صرافہ بازار میں سونے کی فی تولہ قیمت میں ایک بار پھر بڑا اضافہ ہوا ہے پاکستان صرافہ ایسوسی ایشن کے مطابق سونے کی فی تولہ قیمت میں 1800 روپے کا اضافہ ہوا جس کے بعد اس کی نئی قیمت ایک لاکھ 16 ہزار200 روپے ہو گئی ہے اس کے علاوہ 10 گرام سونے کی قیمت میں 543 روپے کا اضافہ ہوا جس کے بعد اس کی نئی قیمت 99,10
R068_64642,R068,iphone 16 Pakistan price,64642,سونے کی قیمت میں فی تولہ 1300 روپے کا اضافہ,کراچی 25 جون 2019 سونے کی قیمت میں فی تولہ 1300 روپے اضافہ ہو گیاہے جس کے بعد قیمت پاکستان کی بلند ترین سطح پر پہنچ گئی ہے سونے کے زیوارت بنوانے کے خواہمشند افراد کیلئے نہایت اہم ترین خبر گئی ہے کیونکہ ڈالر کی قیمت کے بعد اب سونا بھی دن بہ دن مہنگا ہوتا چلا گیاہے 1300 روپے فی تولہ اضافے کے ساتھ پاکستان کی بلند ترین سطح,11
R069_8143,R069,cristiano ronaldo al nassr news,8143,ریپ الزامات کے بعد رونالڈو کے اربوں روپے کے معاہدے خطرے میں,امریکا کی سابق ماڈل اور ٹیچرکیھرین مایورگا کی جانب سے پرتگال کے شہرت یافتہ فٹ بالر کرسٹیانو رونالڈو پر ریپ الزامات لگائے جانے کے بعد فٹ بالر کے اربوں روپے کے کاروباری معاہدے خطرے میں پڑ گئے ہیں33 سالہ فٹ بالر کرسٹیانو رونالڈو سے اربوں روپے کے اشتہاراتی معاہدے کرنے والی عالمی اسپورٹس کمپنیوں نائیکی اور ای اے اسپورٹس نے ,1
R069_44476,R069,cristiano ronaldo al nassr news,44476,اسٹار فٹبالر رونالڈو کے ہاں بیٹی کی پیدائش,پرتگال 92 نیوز اسٹار فٹبالر رونالڈو کیلئے ایک خوشی اور ایک پریشانی کی خبر ہے رونالڈو کے ہاں ایک بیٹی کی ولادت ہوئی ہے مگر دوسری جانب پرتگالی ماڈل نتاشا رودری گیز نے سٹار فٹبالر سے تعلقات کا دعوی کر دیاہے پرتگالی ماڈل نتاشا رودری گیز نے کہا کہ کرسٹیانو رونالڈو نے اپنی دوست جارجینا سے بے وفائی کی ہے برطانوی میڈیا کے مطاب,2
R069_86928,R069,cristiano ronaldo al nassr news,86928,ویرات کوہلی کرکٹ کے رونالڈو ہیں ناصر حسین,بھارتی کرکٹر ویرات کوہلی کی شاندار کارکردگی پر انگلینڈ کےناصر حسین نے انہیں کرکٹ کا کرسٹینا رونالڈو قرار دے دیا ویرات کوہلی نے گذشتہ روز انگلینڈ کے خلاف پہلے ایک روزہ میچ میں ایک سو بائیس رنز بنا کر نہ صرف ریکارڈ بنایا بلکہ دنیائے کرکٹ کے ماہرین کی تعریفیں بھی سمیٹیں انکی شاندار کارکردگی پر مخالف ٹیم انگلینڈ کے کھلاڑی ,3
R069_51121,R069,cristiano ronaldo al nassr news,51121,نامور فٹ بالر کرسٹیانو رونالڈو کی زندگی پر بننے والی فلم رونالڈو کا لندن میں پریمیئر,لندن ویب ڈیسک سپرسٹار فٹ بالر کرسٹیانو رونالڈو کی زندگی پر بننے والی دستاویزی فلم رونالڈو کے چکا چوند اور رنگارنگ پریمیئر کی تقریب لندن میں ہوئی جس میں مانچسٹر یونائٹڈ کے سابق مینجر سر ایلکس فرگوسن سمیت فلم اور فٹ بال کی معروف شخصیات سمیت شائقین کی بڑی تعداد شریک ہوئی تفصیلات کے مطابق لندن کے کے لیسٹر سکوائر میں ہونیوا,4
R069_27368,R069,cristiano ronaldo al nassr news,27368,رونالڈو پرتگال کے فٹبال اسکواڈ سے باہر,ریپ کے الزامات کا سامنا کرنے والے عالمی شہرت یافتہ فٹبالر کرسٹیانو رونالڈو کو پرتگال کے ائندہ میچوں کے لیے ٹیم اسکواڈ کا حصہ نہیں بنایا گیاواضح رہے کہ روز قبل 34 سالہ سابق امریکی ماڈل کیتھرین مایورگا نے کرسٹیانو رونالڈو پر ریپ کا الزام عائد کرتے ہوئے کہا تھا کہ 2009 میں لاس ویگاس میں عالمی شہرت یافتہ فٹبالر نے ان کا ری,5
R069_33511,R069,cristiano ronaldo al nassr news,33511,کیا رونالڈو کو جانتے ہیں,فٹبال سٹار کرسچیانو رونالڈو پر نئی فلم کا ٹریلر انٹرنیٹ پر جاری کر دیا گیارواں سال کے اواخر میں ریلیز ہونے والی فلم رونالڈو میں سپر سٹار فٹبالر کے بچپن سے تک کے سفر کا احاطہ کیا گیا ہے14 مہینوں میں بننے والی اس فلم کے ٹریلر میں رونالڈو ازراہ مذاق کہتے پائے گئے کہ وہ کم از کم جنوری تک دنیا کے بہترین کھلاڑی رہیں گےرونالڈ,6
