query_id,doc_id,relevance_label,annotator,annotation_date,label_source
R094,30420,D,thesis_author_single,2026-09-05,new_m3e
R094,41304,D,thesis_author_single,2026-09-01,carried_m0
R094,41810,D,thesis_author_single,2026-09-01,carried_m0
R094,46490,D,thesis_author_single,2026-09-01,carried_m0
R094,66317,D,thesis_author_single,2026-09-01,carried_m0
R094,71414,D,thesis_author_single,2026-09-05,new_m3e
R094,81435,D,thesis_author_single,2026-09-01,carried_m0
R094,84577,D,thesis_author_single,2026-09-05,new_m3e
R094,109307,D,thesis_author_single,2026-09-05,new_m3e
R094,110316,D,thesis_author_single,2026-09-05,new_m3e
R095,24353,C,thesis_author_single,2026-09-05,new_m3e
R095,62010,D,thesis_author_single,2026-09-01,carried_m0
R095,67358,D,thesis_author_single,2026-09-01,carried_m0
R095,75478,C,thesis_author_single,2026-09-05,new_m3e
R095,76782,C,thesis_author_single,2026-09-01,carried_m0
R095,103186,D,thesis_author_single,2026-09-01,carried_m0
R095,103884,C,thesis_author_single,2026-09-01,carried_m0
R096,18668,B,thesis_author_single,2026-09-01,carried_m0
R096,20605,C,thesis_author_single,2026-09-05,new_m3e
R096,20660,C,thesis_author_single,2026-09-05,new_m3e
R096,20665,C,thesis_author_single,2026-09-05,new_m3e
R096,37546,D,thesis_author_single,2026-09-05,new_m3e
R096,59335,C,thesis_author_single,2026-09-01,carried_m0
R096,59336,C,thesis_author_single,2026-09-01,carried_m0
R096,59558,C,thesis_author_single,2026-09-01,carried_m0
R096,59559,C,thesis_author_single,2026-09-01,carried_m0
R096,66959,D,thesis_author_single,2026-09-05,new_m3e
R096,79518,C,thesis_author_single,2026-09-05,new_m3e
R097,429,D,thesis_author_single,2026-09-05,new_m3e
R097,50888,D,thesis_author_single,2026-09-05,new_m3e
R097,57899,D,thesis_author_single,2026-09-01,carried_m0
R097,61585,D,thesis_author_single,2026-09-01,carried_m0
R097,62963,D,thesis_author_single,2026-09-01,carried_m0
R097,65520,D,thesis_author_single,2026-09-05,new_m3e
R097,65584,D,thesis_author_single,2026-09-01,carried_m0
R097,76727,D,thesis_author_single,2026-09-05,new_m3e
R097,110005,D,thesis_author_single,2026-09-05,new_m3e
R097,110007,D,thesis_author_single,2026-09-05,new_m3e
R097,110557,D,thesis_author_single,2026-09-05,new_m3e
R097,111021,D,thesis_author_single,2026-09-01,carried_m0
R098,8181,C,thesis_author_single,2026-09-05,new_m3e
R098,11073,D,thesis_author_single,2026-09-05,new_m3e
R098,14452,C,thesis_author_single,2026-09-05,new_m3e
R098,27500,D,thesis_author_single,2026-09-05,new_m3e
R098,32300,D,thesis_author_single,2026-09-05,new_m3e
R098,37037,D,thesis_author_single,2026-09-05,new_m3e
R098,51962,D,thesis_author_single,2026-09-05,new_m3e
R098,65384,D,thesis_author_single,2026-09-05,new_m3e
R098,80869,D,thesis_author_single,2026-09-01,carried_m0
R098,81170,D,thesis_author_single,2026-09-01,carried_m0
R098,86199,D,thesis_author_single,2026-09-01,carried_m0
R098,86880,D,thesis_author_single,2026-09-01,carried_m0
R098,89567,D,thesis_author_single,2026-09-01,carried_m0
R099,21689,D,thesis_author_single,2026-09-05,new_m3e
R099,28434,D,thesis_author_single,2026-09-05,new_m3e
R099,45726,D,thesis_author_single,2026-09-01,carried_m0
R099,55624,D,thesis_author_single,2026-09-01,carried_m0
R099,72873,D,thesis_author_single,2026-09-05,new_m3e
R099,84780,D,thesis_author_single,2026-09-01,carried_m0
R099,85935,D,thesis_author_single,2026-09-05,new_m3e
R099,91643,D,thesis_author_single,2026-09-05,new_m3e
R099,93306,D,thesis_author_single,2026-09-01,carried_m0
R099,96688,D,thesis_author_single,2026-09-01,carried_m0
R099,98249,D,thesis_author_single,2026-09-05,new_m3e
R100,11950,D,thesis_author_single,2026-09-05,new_m3e
R100,41965,D,thesis_author_single,2026-09-01,carried_m0
R100,44399,D,thesis_author_single,2026-09-01,carried_m0
R100,44405,D,thesis_author_single,2026-09-01,carried_m0
R100,46429,C,thesis_author_single,2026-09-05,new_m3e
R100,48065,D,thesis_author_single,2026-09-05,new_m3e
R100,50864,D,thesis_author_single,2026-09-05,new_m3e
R100,51750,D,thesis_author_single,2026-09-05,new_m3e
R100,55612,D,thesis_author_single,2026-09-05,new_m3e
R100,87848,C,thesis_author_single,2026-09-01,carried_m0
R100,96430,D,thesis_author_single,2026-09-01,carried_m0
R100,107570,D,thesis_author_single,2026-09-05,new_m3e
