experiment_id,query_id,query_text,detector_label,retrieval_path,rank,doc_id,bm25_score,headline,news_text_or_snippet,n_hits_returned,relevance_label,query_asks_today
phase10b_frozen_dump,H011,film kaise doobi,ROMAN,roman_bm25_method_D,1,49721,4.032383441925049,پاکستانی فلم ارتھکا ٹریلر جاری کردیا گیا,کراچی 92 نیوز پاکستان کے ایور گرین ہیرو شان کی نئی فلم ارتھکا ٹریلر جاری کردیا گیا شان شاہد فلم میں گلوکار کے کردار میں نظر ائیں گے لالی ووڈ فلم اکیس دسمبر کو بڑے پردے کی زینت بنے گی فلم میں اداکارشان گلوکارکے کردارمیں نظرئینگے فلم کی مرکزی کاسٹ میں شان کے ساتھ حمائمہ ملک اورمحب مرزابھی اہم کردارنبھارہے ہیں شان کی فلم بھارتی فلم سازمہیش بھٹ کی فلم ارتھ کا ریمیک ہے مہش بھٹ نےاپنی فلم کا ریمیک بنانے پرسماجی رابطے کی ویب سائٹ پراداکارکوسراہااورامیدظاہرکی کہ یہ فلم پہلی فلم سے بھی بہترہوگی,50,D,0
phase10b_frozen_dump,H011,film kaise doobi,ROMAN,roman_bm25_method_D,2,66988,4.030421257019043,پاکستانی فلم لوڈویڈنگ بھارتی فلم فیسٹیول میں فیچر فلم کیلیے نامزد,انٹرٹینمنٹ ڈیسک07 دسمبر 2018 پاکستانی فلم لوڈویڈنگ کوبھارتی فلم فیسٹیول میں بہترین فیچر فلم کے لیے نامزد کیاگیا ہے رواں سال عیدالضحی پر ریلیز ہونے والی فلم لوڈ ویڈنگ کو بھارتی ریاست راجستھان کے شہر جے پور میں ہونے والے انٹرنیشنل فلم فیسٹیول میں بہترین فیچر فلم کے لیے نامزد کیاگیا ہےفلم میں اداکار فہد مصطفی اورمہوش حیات نے مرکزی کردار ادا کیا ہے فلم کو پاکستانی شائقین کی جانب سے بھی بے حد پسند کیا گیا تھا فلم لوڈویڈنگکے ہدایت کار نبیل قریشی کا کہنا ہے کہ فلم کا بین الاقوامی فیسٹیول میں نامزد ہون…,50,D,0
phase10b_frozen_dump,H011,film kaise doobi,ROMAN,roman_bm25_method_D,3,67060,4.021703720092773,فلم ٹھگ اف ہندوستان اوسط درجے کی فلم قرار,انٹرٹینمنٹ ڈیسک08 نومبر 2018 بھارتی تجزیہ نگار ترن ادرش سمیت شائقین نے فلم ٹھگس اف ہندوستان کو اوسط درجے کی فلم قراردے دیا ہے فلم ٹھگس اف ہندوستان اج بھارت سمیت دنیا بھر میں ریلیز کردی گئی ہے ریلیز سے قبل فلم سے متعلق بے شمار دعوے کیے گئے تھے تاہم بھارتی تجزیہ نگار ترن ادرش اور فلمی شائقین نے امیدوں کے برعکس ٹھگس اف ہندوستان کو مایوس کن قراردیتے ہوئے اوسط درجے کی فلم قرار دے دیا ہے بھارتی تجزیہ نگار ترن ادرش نے ٹوئٹ کرتے ہوئے کہا ہے کہ ہر چمکتی ہوئی چیز سونا نہیں ہوتی فلم کے پہلے گھنٹے میں شامل…,50,B,0
phase10b_frozen_dump,H011,film kaise doobi,ROMAN,roman_bm25_method_D,4,17979,4.017566680908203,10 فلمیں جو 2018 میں پاکستان میں مقبول رہیں,سال کے اختتام پر دنیا کی سب سے معتبر اور بڑی سرچ انجن گوگل نے جہاں پاکستان میں تلاش کی جانے والی شخصیات کی فہرست جاری کی ہےوہیں گوگل نے پاکستانی عوام میں مقبول 10 فلموں کی فہرست بھی جاری کی ہےحیران کن طور پر پاکستانی عوام میں مقبول 10 فلموں میں صرف ایک فلم ہی پاکستانی تھیپاکستانی عوام میں مقبول زیادہ تر فلموں میں بولی وڈ فلمیں ہیں جب کہ ہولی وڈ فلمیں بھی ہیں بھارت کی اب تک کی متنازع تسلیم کی جانے والی فلم پدماوت کو رواں برس کے اغاز میں ریلیز کیا گیا تھا اور اس فلم نے کمائی کے نئے ریکارڈ بنائے ت…,50,D,0
phase10b_frozen_dump,H011,film kaise doobi,ROMAN,roman_bm25_method_D,5,108637,4.012545585632324,لندن14 ویں ایشین فلم فیسٹیول میں بول کو بہترین فلم کا ایوارڈ,لندن برطانیہ میں 14ویں ایشین فلم فیسٹیول میں جیو کی فلم بولکو بہترین فلم کا ایوارڈدیا گیا برطانیہ میں ہونے والے 14 ویں ایشین فلم فیسٹول میں جیو کی فلم بول کو بہترین فلم کا ایوارڈ دیا گیا جبکہ فلم کی ہیروئن حمیمہ ملک کو بہترین اداکارہ کا ایوارڈ دیا گیا,50,D,0
phase10b_frozen_dump,H012,flood ka nuksan,ROMAN,roman_bm25_method_D,1,103186,13.329050064086914,چنئی اکشے کمارکا چنئی سیلاب زدگان کیلئے1کروڑ روپے کا عطیہ,چنئیحال ہی میں بھارت کے شہر چنئی میں سیلاب نے شہر بھر میں تباہی مچادی ہے اسی سلسلے میں گزشتہ روز بالی ووڈ کے ایکشن ہیرو اکشے کمار نے بھی ایک ٹرسٹ کو سیلاب سے متاثر لوگوں کی امداد کے لئے1کروڑ روپے عطیہ کر دئیے ہیںواضح رہے کہ کئی بالی ووڈ اسٹارز نے سیلاب زدگان کے لئے امدادی رقوم حکومت کی طرف سے قائم کئے گئے فنڈ میں جمع کروائی ہے شاہ رخ خان اور ان کی نئی فلم دل والے کی ٹیم نے بھی ایک کروڑ روپے چنئی سیلاب زدگان کو عطیہ کئے تھے,50,C,0
phase10b_frozen_dump,H012,flood ka nuksan,ROMAN,roman_bm25_method_D,2,103884,13.196810722351074,دریائے سندھ میں تونسہ کے مقام پر اونچے درجے کا سیلاب,لاہورپنجاب میں دریائے سندھ میں تونسہ کے مقام پر اونچے درجے جبکہ کالا باغ اور چشمہ کے مقامات پر درمیانے درجے کا سیلاب ہے دیگر دریا معمول کے مطابق بہہ رہے ہیںپی ڈی ایم اے پنجاب کے ترجمان کے مطابق دریائے سندھ میں تونسہ کے مقام پر بہاو لاکھ 73 ہزار 108 کیوسک اور اونچے درجے کا سیلاب ہے تربیلا پر بہاو لاکھ ہزار کالاباغ لاکھ 65 ہزار 923 جبکہ چشمہ کے مقام پر بہاو لاکھ 82 ہزار 164کیوسک اور درمیانے درجے کا سیلاب ہےنالہ ڈیک میں قلعہ صوبہ سنگھ کے مقام پرپانی کا بہاو ہزار 670 کیوسک اورنچلے درجے کا سیلاب ہے …,50,C,0
phase10b_frozen_dump,H012,flood ka nuksan,ROMAN,roman_bm25_method_D,3,62010,13.10386848449707,سیلاب کے دوران پٹرول وڈیزل کی قلت کا خدشے اوگرا کی وارننگ,ملک بھر میں مون سون بارشوں کے بعد سیلاب کے دوران ملک میں پٹرول وڈیزل کی قلت کے خدشے کے پیش نظر اوگرا نے تمام ئل مارکیٹنگ کمپنیوں کو وارننگ جاری کردی ترجمان اوگرا کے مطابق ملک بھر میں مون سون بارشوں کے بعد سیلاب کے دوران ملک میں پیٹرولیم مصنوعات کی قلت کا امکان موجودہے جس کو مدنظر رکھتے ہوئے اوگرا نے تمام ئل مارکیٹنگ کمپنیوں کو وارننگ جاری کر دی ہے اوگرا کے مطابق محکمہ موسمیات نے ئندہ دوماہ کےدوران سیلاب کی پیشنگوئی کی ہے جس پر اوگرا نے ائل کمپنیوں کو ہدایت دی ہے کہ سیلابی صورتحال سے قبل پٹرول و…,50,C,0
phase10b_frozen_dump,H012,flood ka nuksan,ROMAN,roman_bm25_method_D,4,67358,13.092278480529785,بالی ووڈ اسٹارز کا سیلاب متاثرین کیلئے اہم اقدام,ویب ڈیسک20 اگست 2018 بالی ووڈ اسٹارز بھی کیرالہ کے سیلاب متاثرین کی مدد کیلئے سامنے اگئے بھارتی ذرائع کے مطابق بالی ووڈ فلم انڈسٹری کے بہت سے اسٹارز ذاتی طور پر ایمرجنسی ہیلپ لائن نمرز کو متاثرین تک پہنچا نے کی کو شش کر رہے ہیںان میں لیجنڈ اداکار امیتابھ بچن نے پہل کر تے ہو ئے کیرالا سیلاب متاثرین کیلئےٹویٹر پرایمرجنسی نمبر زشیئر کیے 2904 18 2018 ابھیشیک بچنانوشکا شرما کترینہ کیف فرح اختر ودیا بالن کریتک اریان شردھا کپور سدھارت ملہورترا کے ساتھ اور بہت سی شخصیات نے بھی سوشل میڈیا پر کیرالہ کے م…,50,C,0
phase10b_frozen_dump,H012,flood ka nuksan,ROMAN,roman_bm25_method_D,5,76782,12.675596237182617,پنجاب میں سیلاب سے 2ارب روپے کی فصلوں کو نقصان پہنچا,لاہورصوبہ پنجاب میں حالیہ بارشوں اور سیلاب سے چاول کپاس اور سبزیوں کی فصلیں بری طرح متاثر ہوئی ہیں مجموعی نقصان کا اندازہ ارب روپے لگایا جا رہا ہے صدر پنجاب واٹر کونسل حامد ملہی کے مطابق حالیہ بارش اور سیلاب نے پنجاب میں زرعی شعبے کو بری طرح متاثر کیا ہے چاول کی 25 فی صد فصل جبکہ کپاس کی ایک لاکھ ایکڑ پر کھڑی فصل تباہ ہوگئی ان کے مطابق نقصانات کا مجموعی اندازہ ارب روپے تک پہنچ گیا ہےحامد ملہی کا کہنا تھا کہ حکومت نے 2010 کے سیلاب سے کوئی سبق نہیں سیکھا اور ندی نالوں کے پشتے اور بند کو بروقت مضب…,50,A,0
phase10b_frozen_dump,H013,team haar ka tajzia,ROMAN,roman_bm25_method_D,1,93009,10.635169982910156,کھلاڑیوں کو ہار کے خوف سے نکالنا ہے معین خان,لاہورایشیا کپ کرکٹ کی تیاری کے لئے پاکستان ٹیم کاکیمپ لاہور میں جاری ہے پاکستان کرکٹ ٹیم کے ہیڈ کوچ معین خان کا کہنا ہے کہ کھلاڑیوں کو ہار کے خوف سے نکالنا ہے ہیڈ کوچ معین خان نے کہا کہ کھلاڑیوں کو ہار سے خوف سے نکالنا ہوگا تاہم میں ہر میچ جیتنے کی گارنٹی نہیں دے سکتامعین خان نے مزید کہا کہ ایشیا کپ میں ٹیم فائٹ کرتی دکھائی دے گی,50,C,0
phase10b_frozen_dump,H013,team haar ka tajzia,ROMAN,roman_bm25_method_D,2,83518,10.26142692565918,ٹیسٹ کرکٹ میں 200 سے کم رنز کا ہدف اور پاکستان کا ریکارڈ,نیوزی لینڈ کی ٹیم نے دوسری بار 200 سے کم ہدف کا دفاع کرتے ہوئے ٹیسٹ میچ جیتا ہے ابوظہبی ٹیسٹ کے علاوہ 1978 میں ویلنگٹن میں نیوزی لینڈ نے انگلینڈ کو شکست دی تھی61 ٹیسٹ میچوں میں نیوزی لینڈ 54 بار 200 سے کم ہدف کا دفاع کرتے ہوئے میچ ہار گئی جبکہ پانچ میچز ڈرا رہےابوظہبی ٹیسٹ میں پاکستان کی ٹیسٹ کرکٹ میں سب سے کم مارجن سے شکست ہوئی جبکہ نیوزی لینڈ نے سب سے کم مارجن سے ٹیسٹ میچ جیتنے کا اعزاز حاصل کیا یہ ٹیسٹ کرکٹ کی تاریخ میں دنیا کی کسی بھی ٹیم کی پانچویں سب سے کم ترین مارجن سے فتح تھی171 رنز کے …,50,C,0
phase10b_frozen_dump,H013,team haar ka tajzia,ROMAN,roman_bm25_method_D,3,87310,10.25084400177002,ٹیسٹ میں شکست پر کوچ کے ہاتھوں شاہینوں کی کلاس,پاکستان کرکٹ ٹیم کے کوچ مکی ارتھر نےکرائسٹ چرچ ٹیسٹ میں ہار کے بعد شاہینوں کی کلاس لے لی مکی ارتھر کا کہنا ہے کہ ڈرڈر کرکھیلو گے تو اسی طرح ہارتے رہو گے کھیل کا انداز بدلنا ہوگا دفاع کے ساتھ اٹیک بھی کرنا ہوگا کرائسٹ چرچ ٹیسٹ میں کیویز کے خلاف پاکستان کی بیٹنگ مکمل فلاپ ہوگئی تھی اور پاکستان 8وکٹوں سے ہار گیا تھا پاکستان کرکٹ ٹیم کے کوچ مکی ارتھر نےکرائسٹ چرچ ٹیسٹ میں ہار کے بعد شاہینوں کی کلاس لے لی مکی ارتھر کا کہنا ہے کہ ڈرڈر کرکھیلو گے تو اسی طرح ہارتے رہو گے کھیل کا انداز بدلنا ہوگا دفاع ک…,50,B,0
phase10b_frozen_dump,H013,team haar ka tajzia,ROMAN,roman_bm25_method_D,4,86314,10.197151184082031,پرتگال سوئیڈن سے ہار گیا بولیویا ارجنٹینا سے جیت گیا,رونالڈو کے گول کے باوجود پرتگال دوستانہ میچ میں سوئیڈن سے ہار گیا میسی پر پابندی ارجنٹینا کی شکست کی وجہ بن گئی پرتگال کی جانب سے رونالڈو نے میچ کے شروع میں ہی گول کردیا لیکن اس کے بعد سوئیڈن کی ٹیم چھا گئی اور پرتگال اپنے ہوم گراونڈ پر میچ دو کے مقابلے میں گول سے ہار گیا ادھر میسی پر پابندی کی وجہ سے ارجنٹینا کو جھٹکالگا جسے ورلڈ کپ کوالیفائنگ میچ میں بولیویا نے صفر کے مقابلے میں گول سے ہرا دیا میسی کے بغیر ارجنٹینا کی ٹیم پورے میچ میں کمزور نظر ائی جس کے باعث بولیویا نے میچ با اسانی صفر سے جی…,50,C,0
phase10b_frozen_dump,H013,team haar ka tajzia,ROMAN,roman_bm25_method_D,5,42746,10.154787063598633,ہار کے ڈر کو اپنی حکمت عملی یا کھیل پر اثر انداز مت ہونے دیں وزیراعظم,اسلام اباد 92 نیوز وزیراعظم عمران خان نے قومی ٹیم کو مشورہ دیتے ہوئے کہا ہار کے ڈر کو اپنی حکمت عملی یا کھیل پر اثر انداز مت ہونے دیں اپنے ایک پیغام میں وزیراعظم نے کہا اج میں پاکستانی ٹیم کو وہی مشورہ دوں گا جو میں اپنے کھلاڑیوں کو میچ سے پہلے دیتا تھا اپنی پوری کوشش کریں خری بال تک لڑیں عمران خان بولے اپنے اندر سے ہارنے کا خوف نکال دیں ہار کے ڈر کو اپنی حکمت عملی یا کھیل پر اثر انداز مت ہونے دیں اخر میں وزیراعظم عمران خان نے کہا پاکستان کی دعائیں اور حمایت سرفراز اور ان کی ٹیم کے ساتھ ہیں,50,C,0
phase10b_frozen_dump,H014,mehngai ke asar,ROMAN,roman_bm25_method_D,1,111755,17.447351455688477,مانیٹری پالیسی کا اعلان شرح سود 10 فیصد ہوگئی,جاری کھاتے کے خسارے میں بہتری کے کچھ ابتدائی اثار ہیں 2019 کے دوران معاشی سرگرمیوں میں نمایاں اعتدال ائیگااسٹیٹ بینک فوٹو فائل کراچیاسٹیٹ بینک اف پاکستان نے ائندہ 2ماہ کے لیے شرح سود میں ڈیڑھ فیصد کا اضافہ کردیا مرکزی بینک نے دوماہ کے لیے شرح سود 10فیصد مقرر کی گئی ہے مالیاتی پالیسی میں کہا گیا ہے مہنگائی کی شرح میں مسلسل اضافہ ہورہا ہے جسے روکنے کی ضرورت ہے پالیسی کے مطابق روپے کی قدر میں کمی طلب اور رسد کو ظاہر کررہی ہےکرنٹ اکاونٹ خسارہ کم ہورہا ہے لیکن معیشت میں استحکام کیلئے مزید کوششوں کی …,50,B,0
phase10b_frozen_dump,H014,mehngai ke asar,ROMAN,roman_bm25_method_D,2,101547,15.864853858947754,خیبرپختونخوا اثار قدیمہ میں برائیڈل فوٹو شوٹ پر پابندی,محکمہ اثار قدیمہ خیبرپختونخوا نےتاریخی عمارات اور اثار قدیمہ میں برائیڈل فوٹو شوٹ پر پابندی عائد کر دی فوٹو شوٹ کرنے والوں سے 30 ہزار روپے تک فیس وصولی پر غور کیا جارہا ہے محکمہ اثار قدیمہ خیبرپختونخوا برائیڈل فوٹو شوٹ سے پریشان ہے جس پر تاریخی عمارات اور اثار قدیمہ میں برائیڈل فوٹو شوٹ پر پابندی عائد کر دی گئی ہے سیٹھی ہاوس پشاور پشاور میوزیم تخت بھائی اثار قدیمہ سمیت دیگر مقامات پر اب برائیڈل فوٹو شوٹ نہیں ہوگا اثار قدیمہ میں ذاتی فوٹو شوٹ کےلئے 2سو اور کمرشل فوٹو شوٹ کےلئے ہزارروپے تک فیس وص…,50,D,0
phase10b_frozen_dump,H014,mehngai ke asar,ROMAN,roman_bm25_method_D,3,19141,14.563143730163574,غفلت کا شاہکار,موئن جو ڈرو کو ہزاروں سال قدیم عظیم سندھ تہذیب کا نشان قرار دیا جاتا ہے ان اثار کی اہمیت اپنی جگہ مگر یہاں تذکرہ ہے اس کار کا جو برطانوی ماہر اثار قدیمہ سر جان مارشل کے زیر استعمال رہی سر مارشل کو ان اثار کی دریافت میں اہم مقام حاصل ہے تحریر تصاویر مختار ازاد,50,D,0
phase10b_frozen_dump,H014,mehngai ke asar,ROMAN,roman_bm25_method_D,4,49646,13.298896789550781,خیبر پخونخوا کے ضلع ہری پور میں بدھ مت تہذیب کے اثار دریافت,ہری پور 92 نیوز خیبر پختونخوا کے ضلع ہری پور میں بدھ مت تہذیب کے اثار دریافت ہوئے ہیں بدھا کا 14 میٹر طویل مجسمہ اور دیگر اثار کی دریافت سے ایک اور سیاحتی مقام سیاحوں کیلئے کھول دیاگیا ہے گندھارا تہذیب کے مرکز خیبرپختونخوا کے ضلع ہری پورمیں خان پور بھامالا میں نئے ثار دریافت ہوئے ہیں دریافت ہونے والے ثارقدیمہ میں بدھا کا 14 میٹرطویل مجمسہ اور تہذیب کے دیگر ثار ملے ہیں عمران خان نے نئی سائٹ کا معائنہ کیا ہے عمران خان کا کہنا تھا کہ پاکستان سیاحت اور ثارقدیمہ کے حوالے سے مالا مال ہے صوبے میں ہرسا…,50,D,0
phase10b_frozen_dump,H014,mehngai ke asar,ROMAN,roman_bm25_method_D,5,49654,13.280921936035156,پیرو میں ساڑھے 4ہزار سال قدیم اثار قدیمہ جل کر خاکستر ہوگئے,پیرو 92 نیوز لاطینی امریکی ملک پیرو میں ساڑھے چار ہزار سال قدیم اثار قدیمہ جل کر خاکستر ہوگئے اتشزدگی کا نشانہ بننے والا وینٹرون مندر کا شمار لاطینی امریکہ کی مقبول ترین سیاحتی مقام میں ہوتا ہے اگ سے مندر میں رکھے قدیم ظروف اور دیگر نوادرات بھی شعلوں کی نذر ہوگئے,50,D,0
phase10b_frozen_dump,H015,film fail ki kahani,ROMAN,roman_bm25_method_D,1,17423,8.655927658081055,وینا ملک کی تھری ڈی فلم ریلیز کے لئے تیار,وینا ملک فائل تصویر اے پیممبئی اداکارہ وینا ملک کی فلم ممبئی 125 کلومیٹر ریلیز کیلئے تیار ہےممبئی 125 کلومیٹر تھری ڈی فلم ہے جو بپاشا باسو کی فلم تما کے ساتھ ساتھ مارچ 2013ء میں ریلیز کی جائے گی ذرائع کے مطابق وینا ملک کی ایک دوسری فلم کی عکسبندی بھی مکمل ہے جس کو بھی ئندہ سال ریلیز کیا جائے گا ممبئی 125 کلومیٹر پہلی بھارتی فلم ہے جس کو مکمل تھری ڈی ہالی وڈ سٹائل اصل فارمیٹ میں فلمایا گیا ہے,50,D,0
phase10b_frozen_dump,H015,film fail ki kahani,ROMAN,roman_bm25_method_D,2,17432,8.386236190795898,اکشے کی فلم کھلاڑی کے نام سے پاکستان میں ریلیز,اکشے کی فلم کھلاڑی سات سو چھیاسی فائل فوٹو متنازعہ نام کے سبب پاکستان میں پابندی کا شکار اکشے کمار کی نئی اب نئے نام کے ساتھ پاکستان میں ریلیز کی جارہی ہےہندوستانی اخبار کے مطابق اکشے کمار کی کھلاڑی سات سو چھیاسی اب نئے ٹائٹل کھلاڑی کے ساتھ پاکستان میں نمائش کیلئے پیش کردی گئی ہےاس سے قبل متنازعہ نام کی وجہ سے فلم کی پاکستان میں نمائش پر پابندی عائد کردی گئی تھی اکشے کمار کی یہ فلم ہندوستان سمیت دنیا بھر میں ریلیز کردی گئی ہے,50,D,0
phase10b_frozen_dump,H015,film fail ki kahani,ROMAN,roman_bm25_method_D,3,16695,8.376826286315918,رام گوپال ورما وارکے مداح,فائل فوٹوہندوستانی فلم ساز رام گوپال ورما نے پاکستانی وار کی تعریف کی ہےٹوئیٹر پر اپنے پیغام میں ورما کا کہنا تھا ان سب کے لیے جو یہ جاننا چاہتے ہیں کہ میں نے وار کیسے دیکھی تو میں یہاں معافی مانگتے ہوئے تسلیم کرتا ہوں کہ میں نے وار کی غیر قانونی ڈی وی ڈی دیکھیکئی لوگوں سے اس فلم کی تعریف سننے کے بعد میں اسے دیکھے بنا رہ نہیں سکاورما نے پاکستانی فلم کے ہدایت کار بلال لاشاری سے بھی درخواست کی ہے کہ وہ اپنی فلم کی کاپیاں بھجوائیںبلال لاشاری سے درخواست ہے کہ وہ ہم سب ہندوستانی فلم سازوں کو اپنی فل…,50,D,0
phase10b_frozen_dump,H015,film fail ki kahani,ROMAN,roman_bm25_method_D,4,17590,8.27011489868164,یش چوپڑا کی فلم جب تک ہے جان کا ٹریلر جاری,شاہ رخ خان فائل فوٹوٹھ سال بعد یش چوپڑا بطور ہدایت کار فلم جب تک ہے جان بنا رہے ہیںاس فلم میں شاہ رخ خان کترینہ کیف اور انوشکہ شرمہ جلوہ گر ہوں گےالبتہ کچھ لوگ اس فلم کے نام کو لے کر خوش نہیں ہیں ان کا کہنا ہے کہ انہیں کسی بہتر نام کی امید تھیبے شک یش چوپڑا جانتے ہیں کہ فلم کی پبلسیٹی کیسے کی جائےہندوستان ٹائمز کے مطابق فلم کے شائع ہونے والے پہلے پوسٹر میں شاہ رخ خان رمی کی وردی میں نظر ئے جس کی وجہ سے بڑی تعداد میں شائقین اس فلم کی طرف متوجہ ہوئےاس کے علاوہ ٹوئتر اور دوسری سماجی ویب سائٹز پر ا…,50,D,0
phase10b_frozen_dump,H015,film fail ki kahani,ROMAN,roman_bm25_method_D,5,17429,8.1951904296875,اسکائی فال جیمز بانڈ فلموں میں سب سے کامیاب,فائل فوٹوواشنگٹن جیمز بانڈ کی نئی فلم اسکائی فال نے پچاس سالوں پر محیط بانڈ سیریز کی تمام فلموں کا بزنس ریکارڈ توڑ دیا ہےپانچ ہفتے قبل نمائش کے لیے پیش کی جانے والی فلم رواں ہفتے ایک کروڑ دس لاکھ ڈالرز کے بزنس کے ساتھ باکس فس پر پہلے نمبر پر موجود ہےڈینیل کریگ کی اس فلم نے اب تک پچانوے کروڑ ڈالرز کا ریکارڈ بزنس کیا ہےاس ہفتے دوسرے نمبر پر نے والی فلم رائز گارڈینئز ہے جس نے ایک کروڑ پانچ لاکھ ڈالرز کا کاروبار کیالگاتار تین ہفتوں سے باکس فس پر پہلے نمبر پررہنے والی فلم بریکنگ ڈان ٹو اس ہفتے نوے ک…,50,D,0
phase10b_frozen_dump,H016,rupay girawut ke nataij,ROMAN,roman_bm25_method_D,1,95987,0.02589336410164833,ون ڈے رینکنگ سعید اجمل پہلے محمد حفیظ دوسرے نمبر پر,دبئی انٹرنیشنل کرکٹ کونسل نے ون ڈے کرکٹ کی نئی عالمی درجہ بندی جاری کردی انگلش ٹیم بدستور سرفہرست ہے ئی سی سی کی جانب سے ایوارڈ لسٹ سے خا رج کئے جانے کے باوجودبالنگ میں پاکستان کے سعید اجمل پہلے اور محمد حفیظ دوسرے نمبر پر گئے بیٹنگ میں جنوبی افریقہ کے ہاشم ملہ پہلی پوزیشن پر براجمان رانڈرز میں بنگلہ دیش کے شکیب الحسن سرفہرست ہے ئی سی سی کے اعلامیہ کے مطابق ٹیموں کی درجہ بندی میں انگلینڈ 121پوائنٹس کے ساتھ پہلے جنوبی افریقہ 121پوائنٹس کے ساتھ دوسرے بھارت 120پوائنٹس کے ساتھ تیسرے سٹریلیا 113پوائ…,50,D,0
phase10b_frozen_dump,H016,rupay girawut ke nataij,ROMAN,roman_bm25_method_D,2,91329,0.025858893990516663,جوبلی انشورنس اسنوکر سلطان محمد نےمحمد سجاد کاریکارڈ برابر کردیا,کراچیسلطان محمد نے عمدہ کارکردگی کا مظاہرہ کرتے ہوئے جوبلی انشورنس نیشنل اسنوکر چیمپئن شپ میں 131 کا بریک کھیل کر محمد سجاد کا موجودہ چیمپئن شپ میں سب سے بڑا بریک کھیلنے کا ریکارڈ برابر کردیا عبدالنعیم 124اورعبدالستار 105 کا بریک کھیلنے میں کامیاب رہے محمد سجاد خرم حسین اغا عبدالستار بابر مسیح محمد اصف سلطان محمد اور ریمبل گل سمیت سات کھلاڑیوں چیمپئن شپ کے پری کوارٹر فائنل میں جگہ حاصل کرلی جبکہ بقیہ کھلاڑی لیگ مرحلے کے اخری روز جمعرات کو ناک ائوٹ مرحلے میں جگہ حاصل کریں گے ناک ائوٹ مرحلے کا اغ…,50,D,0
phase10b_frozen_dump,H016,rupay girawut ke nataij,ROMAN,roman_bm25_method_D,3,17823,0.02583327330648899,پی ایف ڈی سی فیشن ویک میں اچھوتے ڈیزائن متعارف,فیشن ویک کا پہلا دنفیشن ڈیزائنر رائمہ ملک کے ملبوساتفیشن ڈیزائنر حرا علی کے ملبوساتفیشن ڈیزائنر حسین رہحر کے ملبوساتفیشن ڈیزائنر ارجمند بانو کے ملبوساتفیشن ڈیزائنر ثانیہ مسکاتیہ کے ملبوساتفیشن ویک کا دوسرا دنفیشن ہاس امیج فیبرکس کے ملبوساتفیشن ڈیزائنر سائرہ رضوان کے ملبوساتفیشن ہاس رسی میلون کے ملبوساتفیشن ڈیزائنر ندا ازویر کے ملبوساتفیشن ڈیزائنر شیزا حسن کے ملبوساتفیشن ڈیزائنر شیرین حسن کے ملبوساتفیشن ڈیزائنر سائرہ شاکرہ کے ملبوساتفیشن ویک کا اخری اور تیسرا دنفیشن ڈیزائنر فہد حسین کے ملبوساتفی…,50,D,0
phase10b_frozen_dump,H016,rupay girawut ke nataij,ROMAN,roman_bm25_method_D,4,72277,0.02581978589296341,پانچ سو روپے کے بغیر جھنڈے والے نوٹ بھی اصلی ہیں اسٹیٹ بینک,اسٹیٹ بینک اف پاکستان نے 5سو روپے کے بغیر جھنڈے کے نوٹ کے اصلی ہونے کی تصدیق کر تے ہوئے کہا ہے کہ بغیر جھنڈے کے 5سو روپے کے نوٹ قابل استعمال ہیں مرکزی بینک کے اعلامیے کے مطابق 2006ءسے 2009ءتک 2سو روپے کے نئے ڈیزائن کے نوٹ بغیر جھنڈے کے جاری کیے گئے تھے جنوری 2010ءکے بعد 5سو روپے کے کرنسی نوٹوں کے سیکیورٹی فیچر بڑھاتے ہوئے جھنڈا شامل کیا گیا تھا تاہم پہلے جاری کیے گئے نوٹ منسوخ نہیں ہوئے تھے مرکزی بینک کے مطابق ان نوٹوں کے متعلق سوشل میڈیا میں پھیلائی جانے والی افواہوں میں صداقت نہیں ہے اسٹیٹ بی…,50,D,0
phase10b_frozen_dump,H016,rupay girawut ke nataij,ROMAN,roman_bm25_method_D,5,97370,0.02578415721654892,ئی سی سی کی ٹیسٹ رینکنگ جاری سعید اجمل کا بالنگ میں تیسرا نمبر,دبئی انٹرنیشنل کرکٹ کونسل نے ٹیسٹ کرکٹ کے کھلاڑیوں کی نئی عالمی درجہ بندی جاری کر دی بیٹنگ میں سری لنکا کے کمار سنگاکار بالنگ میں جنوبی افریقہ کے ڈیل سٹین اور رانڈرز میں بنگلہ دیش کے شکیب الحسن بدستور سرفہرست بیٹنگ کے شعبے میں یونس خان دو درجے ترقی کے بعد چوتھے نمبر پر گئے انگلینڈ کے خلاف تباہ کن بالنگ کرنے والے سعید اجمل بالنگ کے شعبے میں تیسرے نمبر پر گئے ئی سی سی کے اعلامیے کے مطابق دبئی ٹیسٹ کے اختتام پر ٹیسٹ کرکٹ کے کھلاڑیوں کی نئی عالمی درجہ بندی جاری کر دی گئی ہے جس کے مطابق بیٹنگ کے شعب…,50,D,0
