query_id,rank,doc_id,A1_label,A2_label,query_text,headline,news_text_or_snippet
U021,3,19212,C,B,پاکستان کی یونیورسٹیوں میں سائنس کی تحقیق دوسرے ممالک سے کیوں پیچھے رہ گئی ہے,دنیا کے فیصد بہترین سائنسدانوں میں پاکستانی بھی شامل,امریکا کی معتبر اسٹینفورڈ یونیورسٹی نے حال ہی میں دنیا کے فیصد ممتاز سائنسدانوں کی فہرست جاری کی گئی1 لاکھ 59 ہزار 683 افراد کی اس فہرست میں پاکستانی سائنسدان بھی شامل ہیں جو پنجاب یونیورسٹی سے تعلق رکھتے ہیںاس فہرست میں شامل پاکستانی محققین نے پنجاب یونیورسٹی کے فیکلٹی منیجمنٹ سائنسز کے ڈین ڈاکٹر خالد محمود فیکلٹی سائن کے ڈین ڈاکٹر محمد شریف اور ریاضی ڈیپارٹمنٹ کے ڈاکٹر محمد اکرم شامل ہیںاس فہرست میں سائنس کے ہر شعبے کے سب سے زیادہ حوالہ دیئے جانے والے سائنسدانوں کو شامل کیا گیا اور اس کے لیے …
U022,2,20831,C,B,internet speed pakistan mein slow kyun rehti hai aur isko kaise behtar kiya ja sakta hai,سستے ترین موبائل انٹرنیٹ میں بھارت سرفہرست پاکستان کا 33واں نمبر,ایک نئی رپورٹ میں انکشاف ہوا ہے کہ بھارت دنیا میں سب سے سستا موبائل ڈیٹا پیکج فراہم کر رہا ہے جبکہ امریکا اور برطانیہ ان ممالک میں شامل ہیں جہاں ڈیٹا پیکج انتہائی مہنگا ہےبرطانوی ویب سائٹ کی جانب سے مختلف ملکوں میں فراہم کیے جا رہے ڈیٹا پیکج کا تقابلی جائزہ لیا گیا جس میں انکشاف ہوا کہ بھارت دنیا میں سب سے سستا موبائل انٹرنیٹ پیکج فراہم کر رہا ہےمزید پڑھیں موبائل انٹرنیٹ ڈان لوڈ اسپیڈ میں پاکستان کا کونسا نمبربھارت میں ایک جی بی موبائل ڈیٹا 026 ڈالر کا ہے جبکہ برطانیہ میں ایک جی بی کے عوض 666ڈا…
U022,3,19428,C,B,internet speed pakistan mein slow kyun rehti hai aur isko kaise behtar kiya ja sakta hai,لاک ڈان کے دوران ملک میں انٹرنیٹ کے استعمال میں 25 فیصد اضافہ,کورونا وائرس کی وبا کے باعث رواں برس مارچ سے ملک بھر میں نافذ کیے گئے لاک ڈان سے جہاں کئی طرح کے کاروبار میں نمایاں کمی دیکھی گئی وہیں حیران کن طور پر انٹرنیٹ کے زیادہ استعمال سے کمائی میں اضافہ بھی دیکھا گیاڈان اخبار میں شائع رپورٹ کے مطابق ٹیلی کام سیکٹر میں انفرا اسٹرکچر کی خدمات فراہم کرنے والی ملٹی نیشنل کمپنی اڈوٹکو کے مطابق لاک ڈان کے دوران پاکستان بھر میں انٹرنیٹ کے استعمال میں 25 فیصد اضافہ ریکارڈ کیا گیاایڈوکو پاکستان کے منیجنگ ڈائریکٹر ایم ڈی عارف حسین نے میڈیا سے بات کرتے ہوئے بتایا…
U022,4,60206,B,A,internet speed pakistan mein slow kyun rehti hai aur isko kaise behtar kiya ja sakta hai,گوگل نے سست انٹرنیٹ کی رفتار بڑھانے والا سافٹ ویئر بنالیا,کیلیفورنیا 24 جولائی 2017 سست رفتار انٹرنیٹ سے تنگ صارفین کی پریشانی دور کرنے کیلئے گوگل میدان میں اگیا ہے گوگل نے ایسا سافٹ ویئر بنالیا ہے جو انٹرنیٹ کی رفتار کو تیز کردے گا سست رفتار انٹرنیٹ سے تنگ افراد کی تنگی اب دور ہونے کو ہے گوگل نے انٹرنیٹ کی رفتار تیز کرنے کیلئے سافٹ ویئر بنالیا ہے گوگل کے اس نئے سافٹ ویئر کا نام بی بی ہے اور دنیا بھر میں انٹرنیٹ کی سپیڈ بڑھانے کے حوالے سے اس سے بھاری توقعات کی جا رہی ہیں اس سے قبل گوگل کی جانب سے کوئک پروٹوکول بھی متعارف کیا جاچکا ہے جبکہ گوگل کروم بر…
U023,1,12489,B,A,فلم انڈسٹری پاکستان میں کیوں ترقی نہیں کر پا رہی اور اس کی کیا وجہ ہے,بحالی فلم انڈسٹری کی یا سنیما گھروں کی,اس بڑی عید پر تین پاکستانی اور دو ہندوستانی فلمیں ریلیز ہوئیں جنہیں دیکھنے کے لیے سنیما گھروں میں لوگوں کا کھڑکی توڑ رش رہا میڈیا میں انے والی اطلاعات کے مطابق عید پر لوگوں کی بہت بڑی تعداد نے تینوں پاکستانی فلموں کو خوب سراہا 2007 سے کہا جا رہا ہے کہ پاکستان کی فلم انڈسٹری ایک بار پھر سے بحال ہو رہی ہے اور اس کی وجہ سنیما ہالز میں عیدین کے علاوہ نمائش کے لیے پیش کی جانے والی پاکستانی فلمیں ہیں جنہیں دیکھنے کے لیے لوگوں کی ایک بہت بڑی تعداد سنیما گھروں کا رخ کرتی ہےمگر سوال یہ ہے کہ کیا پاکستان…
U023,3,99314,B,A,فلم انڈسٹری پاکستان میں کیوں ترقی نہیں کر پا رہی اور اس کی کیا وجہ ہے,بجٹ 192018 فلم انڈسٹری کی بحالی کے لیے نکاتی پیکیج کا اعلان,وفاقی بجٹ 192018 میں فلم انڈسٹری کی بحالی کے لیے نکاتی پیکیج کا اعلان کیا گیا ہےوفاقی وزیر خزانہ مفتاح اسماعیل کا بجٹ پیش کرتے ہوئے کہنا تھا کہ پاکستان کی فلم انڈسٹری جو کہ 60 کی دہائی میں دنیا کی تیسری بڑی انڈسٹری تھی حکومت اس کے لیے مالی پیکیج کا اعلان کر رہی ہےانہوں نے کہا کہ اس پیکیج کا مقصد فلم انڈسٹری کی ترقی کے لیے سازگار ماحول روزگار کے نئے مواقع پیدا کرنا اور پاکستانی کلچر کو فروغ دینا ہے جب کہ اس پیکیج کی بنیادی خصوصیات یہ ہیںبجٹ کےبغیر حکومت ایک دن بھی نہیں چل سکتی اس کے بغیر حکومت ن…
U024,2,11597,B,C,drama industry mein original stories kam kyun banti hain aur audience kya chahti hai,یاسر حسین کا تحریر کردہ پہلا ڈرامہ شادی,اپنے مداحوں کو کراچی سے لاہور اور ہو من جہاں جیسی فلموں کی مزاحیہ کہانی سے محظوظ کرنے والے پاکستانی اداکار اور لکھاری یاسر حسین نے ایک ٹی وی ڈرامے کے لیے اسکرپٹ لکھا ہے جو شادی پر مبنی ہےاس ڈرامے کا نام بھی شادی رکھا گیا ہے جبکہ نام سے اس ڈرامے کی کہانی ان ہی عام ڈراموں جیسی لگ رہی ہے جو عموما ٹی وی نشر کیے جارہے ہوتے یاسر حسین نے ڈان امیجز سے بات کرتے ہوئے اس ڈرامے میں اپنے کردار کے حوالے سے بتایا کہ یہ ڈرامہ ایک ایسے لڑکے کے بارے میں ہے جس کی والدہ اس کی شادی اپنی پسند کی لڑکی سے کروانا چاہتی…
U024,4,12201,C,D,drama industry mein original stories kam kyun banti hain aur audience kya chahti hai,ذاتی زندگی کو سوشل میڈیا سے دور رکھتی ہوں,پاکستانی اداکارہ صنم سعید کے لیے یہ سال نہایت کامیاب ثابت ہورہا ہےوہ 2016 میں فلموں کا حصہ بن چکی ہیں جن میں بچانا ماہ میر رحم اور دوبارہ پھر سے شامل ہیںان تمام فلموں میں اب تک صنم سعید نے کافی منفرد کردار ادا کیےڈان نے صنم سعید سے دوبارہ پھر سے اور ان کے دیگر پراجیکٹس کے حوالے سے بات کیڈان صنم امریکا میں کیا کررہی ہیںصنم سعید میں یہاں اپنی دوست ذوئی ویکاجی کے ساتھ چھٹیاں منانے ئی ہوںڈان کی فلم دوبارہ پھر سے کی پروموشنز کیسی چل رہی ہیںصنم سعید پروموشنز انسان کو پاگل بنا سکتی ہیں کسی بھی اداکار …
U024,5,14814,C,D,drama industry mein original stories kam kyun banti hain aur audience kya chahti hai,انڈیا میں ایسا کچھ نہیں کیا جو پاکستان میں نہیں ہوتا,وی جے سے اداکاری کے میدان میں قدم رکھنے والی ماورا حسین بولی وڈ میں اپنے ایک فوٹو شوٹ کی وجہ سے تنازع کا شکار ہو گئیںحال ہی میں سامنے انے والی اس تصویر میں ماورا پاکستان میں اپنے کرداروں سے بالکل مختلف ایک سرخ رنگ کے لباس میں نظر رہی ہیںاس تصویر کی وجہ سے انہیں مثبت کے ساتھ ساتھ منفی تنقید کا بھی سامنا ہے ماورا نے ڈان سے گفتگو میں اپنے حالیہ دورہ ممبئی کے بارے میں بتایا کہ بولی وڈ پاکستانی میڈیا انڈسٹری سے کافی مختلف ہے اور ایک اداکار ہونے کی حیثیت سے وہ بولی وڈ میں نئے اور منفرد کردار کرنا چاہ…
U025,1,21080,C,B,کراچی میں روزانہ ٹریفک جام کم کرنے کے لیے کیا اقدامات کیے جا سکتے ہیں,ٹریفک جام سے نجات کے لیے ارب پتی شخص کا منفرد حل,انسان چاہے امیر ہو یا غریب ٹریفک جام ایسا مسئلہ ہے جو سب کو پریشان کرتا ہے مگر اس سے نجات پانے کی کوشش بہت کم لوگ کرتے ہیں ایسا ہی کچھ لگ بھگ سال قبل ایک ارب پتی شخص کے ساتھ بھی ہوا مگر خاموش رہنے کی بجائے اس نے اس کا بالکل منفرد حل پیش کیا اور اب اس پر عملدرمد بھی کرلیاٹیسلا اور اسپیس ایکس کے بانی ایلون مسک کا نام حیرت انگیز منصوبوں کے لیے نیا نہیں اور لاس اینجلس کے ٹریفک سے تنگ کر انہوں نے زیرزمین سرنگ کا حل پیش کیا تھا اور سال میں اسے مکمل بھی کرلیاغاز میں تو ایلون مسک کا سرنگ کے ذریعے اپنے …
U025,2,21245,C,B,کراچی میں روزانہ ٹریفک جام کم کرنے کے لیے کیا اقدامات کیے جا سکتے ہیں,ٹریفک جام سے پریشان ارب پتی نے اس کا حل ڈھونڈ نکالا,انسان چاہے امیر ہو یا غریب ٹریفک جام ایک ایسا مسئلہ ہے جو سب کو پریشان کرتا ہے مگر اس سے نجات پانے کی کوشش بہت کم لوگ کرتے ہیں اور اس مشکل سے تنگ کر ایک ارب پتی شخص نے اس کا منفرد حل نکال لیا ہےمعروف کمپنیوں اسپیس ایکس ٹیسلا اور پے پال کے بانی ایلون مسک طویل عرصے سے امریکی شہر لاس اینجلس کے ٹریفک جام کے مسئلے سے پریشان تھے اور اس کا حل انہوں نے گزشتہ سال سرنگوں کی شکل میں پیش کیا تھامزید پڑھیں ٹریفک جام سے چھٹکارے کے لیے گوگل کی نئی کوششاس مقصد کے لیے انہوں نے بورنگ کمپنی کو قائم کیا اور اب پہل…
U025,4,13465,C,B,کراچی میں روزانہ ٹریفک جام کم کرنے کے لیے کیا اقدامات کیے جا سکتے ہیں,وی ئی پی کلچر پر طنز ایک نئے انداز میں,ہم میں سے ہر ایک کبھی نہ کبھی وی ئی پی پروٹوکول کلچر کی وجہ سے ٹریفک جام کا شکار ضرور ہوا ہے یا کسی تقریب میں وی ئی پی کی مد پر عام عوام کو پیچھے دھکیلنے یا سائیڈ پر لگانے کے مناظر بھی سب نے ہی دیکھ رکھے ہوں گےحال ہی میں کراچی کے سول ہسپتال میں ٹراما سینٹر کے افتتاح کے لیے نے والے چیئرمین پاکستان پیپلز پارٹی بلاول بھٹو زرداری کے پروٹوکول کے باعث ایک بچی کی ہلاکت بھی سب کو ہی یاد ہوگی جس نے لوگوں کو وی ئی پی کلچر کے خلاف احتجاج پر مجبور کردیا تھاوی ئی پی کلچر کے خلاف احتجاج کے لیے دھرنا بھی دے س…
U025,5,43979,C,A,کراچی میں روزانہ ٹریفک جام کم کرنے کے لیے کیا اقدامات کیے جا سکتے ہیں,کراچی پی ایس ایل فائنل کیلئے ٹریفک انتظامات بھی مکمل,کراچی 92 نیوز کراچی میں پی ایس ایل فائنل کیلئے ٹریفک پولیس نے بھی انتظامات مکمل کر لئے کرکٹ کے دیوانوں کیلئے پانچ مقامات سے شٹل سروس چلائی جائے گی پلاننگ کے مطابق ایک ہزار 600 اہلکار ذمہ داریاں سنبھالیں گے پہلا ڈائی ورژن کارساز روڈ کا ٹرننگ پوائنٹ ہو گا جہاں عام ٹریفک کا داخلہ بالکل بھی نہیں ہو سکے گا صرف شٹل سروس کے ذریعے اسٹیڈیم تک جانے کی اجازت ہو گی یونیورسٹی روڈ سے دائیں جانب جانے اسٹیڈیم والا ٹریک بھی روزانہ کیطرح استعمال نہیں ہو سکے گا گاڑیوں کو گلشن اقبال اور لیاقت باد 10 کی طرف موڑ دیا…
U027,1,70055,B,A,بجلی کے بحران کی وجہ سے چھوٹی صنعتوں کو کیا نقصان ہو رہا ہے,وزیراعظم عمران خان کا چھوٹی صنعتوں کے لیے پیکج کا اعلان,اسلام اباد وزیراعظم عمران خان نے چھوٹی صنعتوں کے لیے پیکج کا اعلان کردیاوزیراعظم عمران خان نے چھوٹی صنعتوں کے لیے پیکج کا اعلان کرتے ہوئے کہا کہ یکم نومبر 2020 سے چھوٹی صنعتوں کو اضافی بجلی 50 فیصد کم ریٹ پر دیں گے یکم نومبر سے چھوٹی اور درمیانی صنعتوں کو بجلی نومبر 2019 کے ریٹ سے 50 فیصدکم پر دیں گےانہوں نے کہا کہ تمام صنعتوں کو اگلے تین سال تک 25 فیصد کم ریٹ پر بجلی فراہم کی جائے گی اور کوئی پیک وور نہیں ہوگاعمران خان کا کہنا تھا کہ گاڑیوں کی سیل بڑھ گئی ہے اور تعمیراتی صنعت اگے بڑھ رہی ہے جس…
U027,2,78073,B,A,بجلی کے بحران کی وجہ سے چھوٹی صنعتوں کو کیا نقصان ہو رہا ہے,توانائی بحران نے ٹیکسٹائل کی صنعت کو تباہی کے دہانے پر پہنچا دیا,کراچیتوانائی بحران نے ٹیکسٹائل کی صنعت کو تباہی کے دہانے پر پہنچا دیا ہے ملوں کی پیداواری صلاحیت صرف 30 فیصد تک محدود ہوکر رہ گئی ہےٹیکسٹائل ملز ایسوسی ایشن کے مطابق پنجاب میں یومیہ گھنٹے بجلی کی لوڈشیڈنگ نے صنعتوں کی پیداوار کو شدید متاثر کیا ہےصنعتکاروں نے الزام لگایا ہے کہ بجلی کی ترسیلی کمپنیوں کی غلط حکمت عملی سے ملک کی ٹیکسٹائل ملوں کو نقصان اٹھانا پڑ رہا ہےایسوسی ایشن کا کہنا ہے کہ ٹیکسٹائل کا شعبہ نا صرف برمدات میں اہم کردار ادا کر ہا ہے بلکہ ملازمتوں کے بھی مواقع فراہم کرتا ہے اور صنعت…
U027,3,79002,B,A,بجلی کے بحران کی وجہ سے چھوٹی صنعتوں کو کیا نقصان ہو رہا ہے,توانائی کی قلت صنعتی پیداوار کم ہورہی ہے مرکزی بینک,کراچی اسٹیٹ بینک نے موجودہ مالی سال کا دوسرا سہ ماہی جائزہ جاری کردیا ہے جس میں بتایا گیا ہے کہ کیمیائی کھاد کی قیمتوں میں اضافے کی وجہ سے کسانوں کی مدنی کم ہورہی ہے اور بجلی کا بحران صنعتوں کی پیداوار کم کرنے کا سبب ہے اسٹیٹ بینک کے جاری کردہ سہ ماہی جائزے میں بتایا گیا ہے کہ زرعی اجناس کی قیمتوں میں کمی ہوئی ہے اور دوسری طرف کیمیائی کھاد کی قیمت میں تیزی سے اضافہ ہوا ہے جس سے خدشہ ہے کہ موجودہ مالی سال کے دوران کاشت کاروں کی مدنی گزشتہ سال سے کم رہنے کا خدشہ ہے اسی طرح چھوٹی فصلوں کی کم کاشت …
U027,4,62776,B,A,بجلی کے بحران کی وجہ سے چھوٹی صنعتوں کو کیا نقصان ہو رہا ہے,کراچیبارش اور بجلی کی عدم فراہمی کے باعث صنعتوں کا پیداواری عمل متاثر,کراچی میں بارشوں اور بجلی کی عدم فراہمی کے باعث صنعتوں کا پیداواری عمل بری طرح متاثر ہو رہا ہے جس سے معیشت کو اربوں روپے کے نقصان کا اندیشہ ہے کراچی میں جاری بارشوں اور بجلی کے تعطل کے باعث کراچی کے صنعتی علاقوں کورنگی اور سائٹ ایریا میں پیداواری عمل بری طرح متاثر ہورہا ہے جس کی وجہ سے کارخانوں میں حاضری چالیس فیصد سے کم رہی اس وقت سائٹ اور کورنگی میں تقریبا چھوٹے بڑے بیس ہزار کارخانے ہیں جس میں سےپچاس فیصد حصہ بجلی سے محروم ہوگیا ہے جبکہ چالیس فیصد پیداواری عملی بھی متاثرہوا ہے برساتی نالوں می…
U027,5,78767,C,A,بجلی کے بحران کی وجہ سے چھوٹی صنعتوں کو کیا نقصان ہو رہا ہے,پاکستان میں توانائی کا بحران معیشت کو نقصان پہنچا رہا ہے عالمی بینک,اسلام باد عالمی بینک کی رپورٹ کے مطابق گزشتہ دو سال میں بجلی کی قیمت میں 75 فی صد اضافہ کیا گیا ہے اور توانائی کے بحران کی بنیادی وجہ بجلی چوروں کے خلاف بے بسی ہے اسلام باد سے جاری ہونے والی پاکستان کے لیے عالمی بینک رپورٹ برائے کارکردگی کے مطابق پا نی سے بجلی کی تیاری کی گنجائش 40 ہزار میگا واٹ ہے اور صرف ساڑھے چھ ہزار میگا واٹ بجلی بنائی جاتی ہے پانی سے بجلی تیاری گنجائش کا صرف 15 فی صد ہے جبکہ 85 فی صد گنجائش استعمال نہیں ہوتی رپورٹ کے مطابق توانائی کا بحران معیشت کو فی صد سالانہ نقصان کا با…
U031,3,11017,C,D,شاہ رخ خان نئی فلم,شاہ رخ نے سلمان خان کو مرسڈیز گاڑی کا تحفہ کیوں دیا,وہ دن اب گزر گئے جب بولی وڈ میں حریف سمجھے جانے والے شاہ رخ خان اور سلمان خان تقاریب میں ایک دوسرے کو نظرانداز کردیتے تھے اب تو ایسا لگتا ہے کہ وہ بہترین دوست بن چکے ہیںاور ایسا کہنے کی بھی ایک وجہ ہے اور وہ یہ کہ شاہ رخ خان نے سلمان خان کو ایک نئی مرسڈیز گاڑی کا تحفہ دیا ہےجی ہاں واقعی مگر سوال یہ ہے کنگ خان نے دبنگ خان کو یہ تحفہ کیوں دیاہندوستان ٹائمز کی ایک رپورٹ کے مطابق لوگوں کو یاد ہوگا کہ شاہ رخ خان نے حال ہی میں ریلیز ہونے والی سلمان خان کی فلم ٹیوب لائٹ میں ایک مختصر کردار ادا کیا تھا…
U033,2,61880,B,A,عمران خان کے تازہ سیاسی بیانات,شریف برادران کے ٹیکس ریکارڈ میں کوئی ردوبدل نہیں کیا گیا ایف بی,فیڈرل بورڈ ریونیو نے وزیراعظم نوازشریف اور ان کے خاندان کے ٹیکس ریکارڈ میں ردوبدل سے متعلق عمران خان کے الزامات مسترد کر دیئے ایف بی کا کہنا ہے کہ ایسے الزامات بے بنیاد اور قیاس رائی پر مبنی ہیں تحریک انصاف کے چیئرمین عمران خان کی جانب سے وزیراعظم اور ان کے خاندان کے ٹیکس ریکارڈ میں ردوبدل کے تمام الزامات کو ایف بی نےمسترد کردیا ترجمان کے مطابق ایف بی کا ٹیکس ریکارڈ مرتب اور اپ ڈیٹ کرنے کا فول پروف نظام موجود ہے کوئی بھی شخص ریکارڈ تک رسائی اور ردو بدل کر سکتا ہے نہ ہی کسی شخص کا ٹیکس ریکارڈ کس…
U035,1,7680,C,B,نادیہ خان کے شو میں کون آیا,نادیہ خان کی کئی برس بعد میزبانی کے شعبے میں واپسی,اگر تو نادیہ خان کے پرستار ہیں تو ان کے نئے انداز کے لیے تیار ہوجائیںنادیہ خان کو غاز میں شہرت مختلف ڈراموں جیسے بندھن سے ملی مگر اسکرین ہنس مکھ اور شوخ شخصیت کے طور پر مارننگ شو ہوسٹ کی حیثیت سے اپنی پہچان بنانے والی اداکارہ کو مارننگ شو میزبان کے طور پر زیادہ جانا گیاتاہم 17 سال بعد 2017 میں انہوں نے ٹی وی ڈراموں میں واپسی کی مگر اب ایک بار پھر اپنے شعبے یعنی میزبانی کی جانب چلی گئی ہیںاس بار نادیہ خان بول انٹرٹینمنٹ کے لیے ایک گیم شو کروڑوں میں کھیل کی میزبانی کررہی ہیںمزید پڑھیں 17 سال پہلے…
U035,2,103405,C,B,نادیہ خان کے شو میں کون آیا,انتظار ختم مارننگ شو کوئین نادیہ خان کل سے پھر جیو پر,کراچی مزیدار باتوں کیلئے ہوجائیں تیار ختم ہونے والا ہے انتظار کل صبح نو بجے سےسجے گا ایک نیا پروگرام جیو پر اپ کی پسندیدہ میزبان اگئی ہیں پھر سے نادیہ خان سامنے ہوں گے اپ کے فیورٹ مہمان مارننگ شو کوئین نادیہ خان ایک بار پھرجیو کی اسکرین پر جلوے بکھیرنے والی ہیں اور دنیا بھر میں پھیلے جیو کے ناظرین کو شدت سے انتظار ہے کہ اس بار نادیہ خان کس نئے رنگ میں میدان مارنے ارہی ہیں کل سے مارننگ شو کوئین نادیہ خان اپنا جگمگاتا شو لے کر ارہی ہیں جیو کی اسکرین پر مارننگ شو کوین کی واپسی کس انداز میں ہوگی ما…
U035,3,103421,C,B,نادیہ خان کے شو میں کون آیا,جیو کی اسکرین پر مارننگ شو کوئین کی واپسی,کراچی جیو کی اسکرین پر مارننگ شو کوین واپسی کے لئے تیار ہیں نادیہ خان شو کا اغاز نومبر سے ہر صبح بجے ہو گا مارننگ شوز کی بے تاج ملکہ سالوں کے وقفے کے بعد ایک بار پھر نئے انداز میں جیو سے نئے انداز میں جلوہ گر ہورہی ہے برجستہ اور طنزو مزاح سے بھرپور گفتگو کے سبب بے پناہ شہرت حاصل کرنے والی نایہ خان کا شمار ملک میں مارننگ شوز کی میزبانوں میں ہوتا ہےہر قسم کے موضوع پر بات کرنے کی اہلیت نادیہ کی ایک اور خوبی ہے جنہیں اپنے منفرد اور مخصوص انداز میں سیلیبریٹی انٹرویوز کے لئے بھی مقبولیت حاصل ہے ایک ع…
U036,1,59705,C,B,nasa mars mission kab launch hoga,ناسا کے مارس رور اپرچونٹی نے کام کرنا بند کردیا,واشنگٹن14 جنوری 2019 امریکی خلائی تحقیقی ادارے ناسا کے مارس رور اپرچونٹی نے کام کرنا بند کردیا ہےادارے نے اسے ناکارہ قرار دے دیاہے تفصیلات کے مطابق امریکی خلائی تحقیقی ادارے ناسا کے مارس رور اپرچونٹی نے کام کرنا بند کردیا ہے امریکی ٹی وی کے مطابق مارس روور اپرچونٹی سرخ سیارے مریخ پر پندرہ سال پہلے دوہزار چار کو صرف چار ماہ کے مشن پر بھیجا گیا تھالیکن اس نے برسوں تک مشن جاری رکھا مارد رور اپر چیونٹی نے ناسا کو زمین پر بہت اہم معلومات اور تصاویر بھیجیںپندرہ سال کے بعد ناسا حکام نے اسے ناکارہ قرار…
U036,2,79977,B,A,nasa mars mission kab launch hoga,ناسا ٹیم کی مارس 2020 روور کی تیاری کے موقع پر سیلفی,مریخ کی سطح پر دوڑنے کے لیے تیار ہونے والی گاڑی مارس 2020 روور اپنی تیاری کے خری مراحل میں ہے اور اس مرحلے کو ناسا بلڈ اٹ لائیو سے براہ راست بھی دیکھا جا سکتا تھا اس گاڑی کی تیاری میں مشغول ٹیم اپنے کام پر بہت فخر محسوس کررہی ہے اور اس میں حق بجانب بھی ہیںجب ہر شعبے میں کام کرنے والے اپنے اپنے کام کی سیلفی بنا رہے ہوتے ہیں تو پھر ناسا کی ٹیم پیچھے کیسے رہ سکتی ہے ناسا ٹیم کی اتنی محنت کے بعد اب اس کی شکل اس حد تک نکل ئی کہ کہا جاسکتا ہے کہ یہ مشین مریخ پر چلنے کے لیے بہترین رہے گی ناسا نے اپنی …
U036,5,59604,A,B,nasa mars mission kab launch hoga,اب ناسا ویب سائٹ کے ذریعے اپنا نام مریخ پربھیجیں,ویب ڈیسک 24 مئی 2019 اگرچہ انسان کی مریخ تک رسائی کا مرحلہ ابھی بہت دور ہے لیکن ناسا کی ویب سائٹ پرجاکر اپ اپنا نام مریخ پر ضرور بھیج سکتے ہیں اوریہ نام ایک مائیکروچپ میں ڈجیٹل فارمیٹ کی صورت میں محفوظ ہوجائے گا مارس 2020 روور نامی خلائی گاڑی اگلے برس جولائی میں لانچ کی جائے گی اور سب کچھ بہتر ہونے کی صورت میں فروری 2021 میں یہ خلائی جہاز سرخ سیارے پر اترے گا اس مشن میں عوامی دلچسپی پیدا کرنے کے لیے ناسا نے پوری دنیا کے لوگوں کو دعوت دی ہے کہ وہ اپنا نام اس مائیکروچپ میں لکھوائیں جو اس خلائی جہ…
U037,4,80491,C,B,بابر اعظم کی PSL میں کارکردگی کیسی رہی,ہر روز بابر اعظم اسکور نہیں کرے گا,پاکستان کرکٹ ٹیم کے کپتان بابر اعظم کا کہنا ہے کہ اسکواڈ دورہ نیوزی لینڈ کے لیے پرجوش ہے پر اعتماد ہیں کہ نیوزی لینڈ میں کارکردگی اچھی ہو گی رنز صرف بابر اعظم نے نہیں کرنےقومی اسکواڈ 23 نومبر کی صبح نیوزی لینڈ کے لیے روانہ ہو گا اسکواڈ 35 کھلاڑیوں اور 20 فیشلز پر مشتمل ہے اسکواڈ میں پاکستان شاہینز کے بھی کھلاڑی اور فیشلز بھی شامل ہیںقذافی اسٹیڈیم لاہور میں پریس کانفرنس کرتے ہوئے بابر اعظم کا کہنا تھا کہ پاکستان ٹیم بیک ٹو بیک سیریز کھیل رہی ہے دورہ انگلینڈ کے بعد زمبابوے کے خلاف سیریز اور پھر پ…
U037,5,24706,C,B,بابر اعظم کی PSL میں کارکردگی کیسی رہی,بابر اعظم کو اس کا حق دیجیے اور فیب فائیو میں اسے شامل کیجیے,یہ ہر کھیل کی خاصیت ہے کہ اس میں کسی خاص دور میں بہترین کارکردگی دکھانے والے کھلاڑیوں کو ایک الگ مقام حاصل ہوتا ہے اور ایسا ہی کچھ کرکٹ کے کھیل میں بھی ہوتا رہا ہے 80ء کی دہائی کے دوران دنیائے کرکٹ پر رانڈرز چھائے ہوئے تھے اور انہیں ایک خاص مقام حاصل تھا اگر انگلینڈ کے پاس ای این بوتھم تھے تو نیوزی لینڈ کے پاس رچرڈ ہیڈلی تھے انڈیا کے پاس کپیل دیو اور پاکستان کے پاس عمران خان موجود تھے چاروں بہترین فاسٹ بالر ہونے کے ساتھ ساتھ عمدہ بیٹسمین بھی تھے چاروں سیدھے ہاتھ کے فاسٹ بالر تھے لیکن اس کے باوج…
U038,1,10081,C,D,نرگس فخری کی Hollywood فلم کون سی ہے,نرگس فخری کی شادی کی افواہیں,یہ بھی پڑھیں نرگس فخری پاکستان میں کام کی خواہشمندمزید پڑھیں متنازع اشتہار پر نرگس فخری کا جواب گیایہ بھی پڑھیں نرگس فخری پاکستان کی حامیبولی وڈ کی خوبرو اداکارہ نرگس فخری اگرچہ ان دنوں فلموں میں نظر نہیں رہیں تاہم وہ مسلسل شوبز اور فیشن خبر رساں اداروں کی خبروں کی زینت بنی ہوئی ہیںماڈل سے اداکاری میں خود کو منوانے والی نرگس فخری کی اخری فلم 2016 میں بینجو ریلیز ہوئی تھی جب کہ ائندہ ماہ ان کی فلم ویڈنگز ریلیز کیے جانے کا امکان ہےتاہم نرگس فخری سے متعلق تازہ خبر یہ ہے کہ اداکارہ نے بولی وڈ فلم پ…
U038,2,12417,C,D,نرگس فخری کی Hollywood فلم کون سی ہے,نرگس فخری کی 12 سال پرانی ویڈیو سوشل میڈیا پر وائرل,امریکا میں ماڈلنگ سے سامنے انے والی اداکارہ نرگس فخری نے ویسے تو شہرت 2011 میں فلم راک اسٹار سے حاصل کی تاہم انہیں نے امریکا میں اپنے کیریئر کا اغاز 2004 میں ہی کردیا تھااداکار کی ایک ویڈیو سوشل میڈیا پر وائرل ہے جس میں وہ امریکا نیکسٹ ٹاپ ماڈل کے لیے اڈیشن دے رہی ہیںاس ویڈیو کی سوشل میڈیا پر کافی چرچا ہے کیوں کہ نرگس فخری اپنے کیریئر کے اغاز میں اج کے مقابلے میں کافی مختلف نظر ارہی ہیںویڈیو میں دکھایا گیا کہ 24 سالہ نرگس فخری اڈیشن دیتے وقت کافی نروس تھیں اور اس دوران انہوں نے بہت سی غلطیاں کی…
