query_id,query,script,word_count,trap_type,retrieval_mode,rank,doc_id,doc_headline,doc_category,score,relevance
H014,mehngai ke asar,roman,3,SHORT_WORDS_LONG_NEED,HEADLINE,4,78948,مہنگائی سے عوام پریشان سرکاری اعداد شمار کے مطابق قیمتیں کم ہوئیں,Business & Economics,0.761831,Relevant
H014,mehngai ke asar,roman,3,SHORT_WORDS_LONG_NEED,HEADLINE,5,76417,لو دستی بم بن گیا قیمتیں ریکارڈ سطح پر پہنچ گئیں,Business & Economics,0.759746,Partially relevant
H014,mehngai ke asar,roman,3,SHORT_WORDS_LONG_NEED,FULL_CONTENT,1,64069,سونا پھر مہنگا ہوگیا,Business & Economics,0.673172,Partially relevant
H014,mehngai ke asar,roman,3,SHORT_WORDS_LONG_NEED,FULL_CONTENT,2,39291,انٹربینک مارکیٹ میں امریکی ڈالر 71پیسے مہنگا,Business & Economics,0.673114,Partially relevant
H014,mehngai ke asar,roman,3,SHORT_WORDS_LONG_NEED,FULL_CONTENT,3,60595,اوپن مارکیٹ میں ڈالر مزید مہنگا 118 روپے پیسے کا ہوگیا,Business & Economics,0.667283,Partially relevant
H014,mehngai ke asar,roman,3,SHORT_WORDS_LONG_NEED,FULL_CONTENT,4,76502,روپے کے مقابلے میں ڈالر 18پیسے مہنگا ہوگیا,Business & Economics,0.658902,Partially relevant
H014,mehngai ke asar,roman,3,SHORT_WORDS_LONG_NEED,FULL_CONTENT,5,60673,انٹربینک مارکیٹ میں ڈالر روپے 93پیسے مہنگا ہوگیا,Business & Economics,0.658328,Partially relevant
H015,film fail ki kahani,roman,4,SHORT_WORDS_LONG_NEED,HEADLINE,1,99580,کھیل کھیل میں فلم,Entertainment,0.908445,Not relevant
H015,film fail ki kahani,roman,4,SHORT_WORDS_LONG_NEED,HEADLINE,2,61946,چودہ اگست سے پی ئی اے ایک نئے روپ میں,Business & Economics,0.900482,Not relevant
H015,film fail ki kahani,roman,4,SHORT_WORDS_LONG_NEED,HEADLINE,3,99605,کترن سے بنی کہانی پیوند لگا کے ہے سنانی,Entertainment,0.897781,Not relevant
H015,film fail ki kahani,roman,4,SHORT_WORDS_LONG_NEED,HEADLINE,4,11914,سے بال سنوارنے والا حجام,Entertainment,0.892492,Not relevant
H015,film fail ki kahani,roman,4,SHORT_WORDS_LONG_NEED,HEADLINE,5,99571,ریویو فلم پری,Entertainment,0.890332,Not relevant
H015,film fail ki kahani,roman,4,SHORT_WORDS_LONG_NEED,FULL_CONTENT,1,48038,گلوکار عاطف اسلم نے دل نشیں اواز میں اذان دے کر سننے والوں کے دل موہ لیے,Entertainment,0.614755,Not relevant
H015,film fail ki kahani,roman,4,SHORT_WORDS_LONG_NEED,FULL_CONTENT,2,53013,نوواک جوکووچ پانچویں مرتبہ ومبلڈن چیمپئن بن گئے,Sports,0.604541,Not relevant
H015,film fail ki kahani,roman,4,SHORT_WORDS_LONG_NEED,FULL_CONTENT,3,50552,نامور شاعر اور ادیب احمد ندیم قاسمی کو اپنے مداحوں سے بچھڑے 10برس ہوگئے,Entertainment,0.599371,Not relevant
H015,film fail ki kahani,roman,4,SHORT_WORDS_LONG_NEED,FULL_CONTENT,4,66170,عاطف اسلم کی سحر انگیز اذان نے سماں باندھ دیا,Entertainment,0.597020,Not relevant
H015,film fail ki kahani,roman,4,SHORT_WORDS_LONG_NEED,FULL_CONTENT,5,51618,ملکہ غزل اقبال بانو کو بچھڑے چھے برس بیت گئے ان کی غزلیں اور گیت ہر عمر اور ہر دور میں مقبول رہے,Entertainment,0.595432,Not relevant
H016,rupay girawut ke nataij,roman,4,SHORT_WORDS_LONG_NEED,HEADLINE,1,49326,کلف ڈائیونگ کاکھیل جانوروں میں بھی مقبول,Entertainment,0.628956,Not relevant
H016,rupay girawut ke nataij,roman,4,SHORT_WORDS_LONG_NEED,HEADLINE,2,108810,پا لتو جانور وں کے لیے دنیا کا پہلا سیون اسٹار لگژری ہو ٹل,Entertainment,0.618839,Not relevant
H016,rupay girawut ke nataij,roman,4,SHORT_WORDS_LONG_NEED,HEADLINE,3,16436,گینگ گھوسٹس ریویو,Entertainment,0.589124,Not relevant
H016,rupay girawut ke nataij,roman,4,SHORT_WORDS_LONG_NEED,HEADLINE,4,68355,پاکستانی فلمپنجاب نہیں جاں گیکا افیشل ٹریلر جاری,Entertainment,0.585670,Not relevant
H016,rupay girawut ke nataij,roman,4,SHORT_WORDS_LONG_NEED,HEADLINE,5,50877,لاہور ایف سی کالج میں پیٹ شوخوبصورت پالتو جانوروں نے دل موہ لیے,Entertainment,0.582907,Not relevant
H016,rupay girawut ke nataij,roman,4,SHORT_WORDS_LONG_NEED,FULL_CONTENT,1,51712,جنوبی سڑیلیا میں پیاسے کینگرو کو پانی پینا مہنگا پڑ گیا,Entertainment,0.552314,Not relevant
H016,rupay girawut ke nataij,roman,4,SHORT_WORDS_LONG_NEED,FULL_CONTENT,2,49350,برف میں مستیاں کرتے خوبصورت جانور سب کو بھا گئے,Entertainment,0.509595,Not relevant
H016,rupay girawut ke nataij,roman,4,SHORT_WORDS_LONG_NEED,FULL_CONTENT,3,50877,لاہور ایف سی کالج میں پیٹ شوخوبصورت پالتو جانوروں نے دل موہ لیے,Entertainment,0.500342,Not relevant
H016,rupay girawut ke nataij,roman,4,SHORT_WORDS_LONG_NEED,FULL_CONTENT,4,49112,لاما اور کتے کی دوڑ سوشل میڈیا پر وائرل,Entertainment,0.495816,Not relevant
H016,rupay girawut ke nataij,roman,4,SHORT_WORDS_LONG_NEED,FULL_CONTENT,5,69375,دی جنگل بک کا ایڈوینچر سے بھرپور نیا ٹریلر شائقین کی توجہ کا مرکز,Entertainment,0.494290,Not relevant
H017,آج لاہور کا درجہ حرارت کیا ہے,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,1,106241,دھوم تھری لاہور میں دوسرے روز بھی وہی رش وہی دھوم,Entertainment,0.803763,Not relevant
H017,آج لاہور کا درجہ حرارت کیا ہے,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,2,44135,لاہور میں روزہ نیشنل یوتھ سمٹ کا غاز,Sports,0.768000,Not relevant
H017,آج لاہور کا درجہ حرارت کیا ہے,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,3,59436,کراچی لاہور اسلام باد پشاور کوئٹہ میں سورج گرہن,Science & Technology,0.761645,Partially relevant
H017,آج لاہور کا درجہ حرارت کیا ہے,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,4,50406,لاہور میں سہ روزہ برائیڈل ویک کا غاز ہو گیا,Entertainment,0.753394,Not relevant
H017,آج لاہور کا درجہ حرارت کیا ہے,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,5,108389,ریما کا ولیمہ لاہور میں دھوم دھام سے ہوگا,Entertainment,0.753193,Not relevant
H017,آج لاہور کا درجہ حرارت کیا ہے,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,50043,لاہور بہار کا موسم اتے ہی پنجابی کلچرل میلہ سج گیا ڈھول کی تھاپ پربھنگڑے,Entertainment,0.790496,Partially relevant
H017,آج لاہور کا درجہ حرارت کیا ہے,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,50869,لاہور ہلکی بارش اور گہرے بادلوں سے موسم خوشگوار شہریوں نے پارکوں کی طرف رخ کرلیا,Entertainment,0.785135,Partially relevant
H017,آج لاہور کا درجہ حرارت کیا ہے,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,48439,لاہور امد کی کہانی کھابوں کے ذکر کے بغیر بے رنگ رہ جائے گی,Entertainment,0.720702,Not relevant
H017,آج لاہور کا درجہ حرارت کیا ہے,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,106241,دھوم تھری لاہور میں دوسرے روز بھی وہی رش وہی دھوم,Entertainment,0.714628,Not relevant
H017,آج لاہور کا درجہ حرارت کیا ہے,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,106699,پاکستان ئیڈل کیلئے لاہور میں ڈیشنز کے دوسرے دن بھی لمبی قطاریں,Entertainment,0.713840,Not relevant
H018,سونے کی فی تولہ قیمت آج کتنی ہے,urdu,8,LONG_WORDS_SHORT_NEED,HEADLINE,1,63003,سونے کی فی تولہ قیمت میں کمی,Business & Economics,0.854530,Relevant
H018,سونے کی فی تولہ قیمت آج کتنی ہے,urdu,8,LONG_WORDS_SHORT_NEED,HEADLINE,2,61840,سونے کی فی تولہ قیمت میں پھر اضافہ,Business & Economics,0.836971,Relevant
H018,سونے کی فی تولہ قیمت آج کتنی ہے,urdu,8,LONG_WORDS_SHORT_NEED,HEADLINE,3,72334,سونے کی فی تولہ قیمت میں 150 اروپے کمی,Business & Economics,0.810555,Relevant
H018,سونے کی فی تولہ قیمت آج کتنی ہے,urdu,8,LONG_WORDS_SHORT_NEED,HEADLINE,4,73178,سونے کی قیمت میں فی تولہ 100روپے کی کمی,Business & Economics,0.809094,Relevant
H018,سونے کی فی تولہ قیمت آج کتنی ہے,urdu,8,LONG_WORDS_SHORT_NEED,HEADLINE,5,109992,سونے کی فی تولہ قیمت میں ایک ہزارروپے کی کمی,Business & Economics,0.802998,Relevant
H018,سونے کی فی تولہ قیمت آج کتنی ہے,urdu,8,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,70245,سونا غریب کیلئے خواب بن گیا قیمت نئی تاریخی بلندی پر پہنچ گئی,Business & Economics,0.720079,Relevant
H018,سونے کی فی تولہ قیمت آج کتنی ہے,urdu,8,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,111560,سونے کے نرخوں میں 400روپےکی کمی تولہ 66900 پر اگیا,Business & Economics,0.707099,Relevant
H018,سونے کی فی تولہ قیمت آج کتنی ہے,urdu,8,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,60736,فی اونس سونا 10 ڈالر مہنگا ہوگیا,Business & Economics,0.699739,Relevant
H018,سونے کی فی تولہ قیمت آج کتنی ہے,urdu,8,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,38984,سونے کی قیمت 66ہزار 350روپے تولہ ہو گئی,Business & Economics,0.698520,Relevant
H018,سونے کی فی تولہ قیمت آج کتنی ہے,urdu,8,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,110949,سونے کی قیمت میں اضافہ,Business & Economics,0.692804,Relevant
H019,ایشیا کپ فائنل کب کھیلا جائے گا,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,1,59177,تئیس سال بعد ورلڈکپ فائنل ایشیائی ٹیم کے بغیر کھیلا جائے گا,Sports,0.855754,Not relevant
H019,ایشیا کپ فائنل کب کھیلا جائے گا,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,2,52443,ایشیا کپ ٹی ٹوئنٹی یو اے ای میں ہونے کا امکان,Sports,0.851724,Partially relevant
H019,ایشیا کپ فائنل کب کھیلا جائے گا,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,3,92912,ایشیا کپ کا فائنل پاکستان اور سری لنکا کے درمیان کھیلا جائے گا,Sports,0.850879,Partially relevant
H019,ایشیا کپ فائنل کب کھیلا جائے گا,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,4,93967,ایشیا کپ سیمی فائنل میں پاکستان کا مقابلہ کوریا سے ہوگا,Sports,0.847240,Partially relevant
H019,ایشیا کپ فائنل کب کھیلا جائے گا,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,5,27403,ایشیا کپ کا فائنل کون کھیلے گا پاکستان اور بنگلہ دیش مدمقابل,Sports,0.838792,Partially relevant
H019,ایشیا کپ فائنل کب کھیلا جائے گا,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,59177,تئیس سال بعد ورلڈکپ فائنل ایشیائی ٹیم کے بغیر کھیلا جائے گا,Sports,0.851773,Not relevant
H019,ایشیا کپ فائنل کب کھیلا جائے گا,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,54522,ایشیا کپ کا تاج کس کے سر سجے گا فیصلہ اج ہوگا,Sports,0.828709,Relevant
H019,ایشیا کپ فائنل کب کھیلا جائے گا,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,43456,ایشیا کپ دونوں گروپس کی ٹاپ ٹو ٹیمیں فائنل فور مرحلے کا ٹکٹ کٹوائیں گی,Sports,0.796961,Partially relevant
H019,ایشیا کپ فائنل کب کھیلا جائے گا,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,46321,ایشیا کپ ٹی ٹوئنٹی فائنل بھارت کا ٹاس جیت کر فیلڈنگ کا فیصلہ,Sports,0.782193,Relevant
H019,ایشیا کپ فائنل کب کھیلا جائے گا,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,30838,ایشیا کپ کے فائنل میں پاکستان کو شکست,Sports,0.777701,Relevant
H020,نیا آئی فون پاکستان میں کب آیا,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,1,21872,اوپو کا نیا فون پاکستان میں متعارف,Science & Technology,0.869314,Not relevant
H020,نیا آئی فون پاکستان میں کب آیا,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,2,2369,فور جی پر کام کرنے والا پہلا فیچر فون پاکستان میں متعارف,Business & Economics,0.823015,Not relevant
H020,نیا آئی فون پاکستان میں کب آیا,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,3,22083,ہیواوے کے پہلے اے ئی فلیگ شپ فونز پاکستان میں متعارف,Science & Technology,0.822430,Not relevant
H020,نیا آئی فون پاکستان میں کب آیا,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,4,22985,شیامی اسمارٹ فونز پاکستان میں متعارف,Science & Technology,0.821261,Not relevant
H020,نیا آئی فون پاکستان میں کب آیا,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,5,21711,پاکستان میں پہلی بار فرنٹ اور بیک ڈسپلے والے فونز متعارف,Science & Technology,0.812592,Not relevant
H020,نیا آئی فون پاکستان میں کب آیا,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,19418,ویوو کا نیا اسمارٹ فون سب سے پہلے پاکستان میں متعارف,Science & Technology,0.827778,Not relevant
H020,نیا آئی فون پاکستان میں کب آیا,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,20148,ہواوے کا نیا اسمارٹ فون وائے ایس پاکستان میں متعارف,Science & Technology,0.786149,Not relevant
H020,نیا آئی فون پاکستان میں کب آیا,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,22882,پاکستان میں نوکیا فونز کی مد کی تاریخ سامنے گئی,Science & Technology,0.770395,Not relevant
H020,نیا آئی فون پاکستان میں کب آیا,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,19733,ہواوے نووا ئی اسمارٹ فون پاکستان میں دستیاب,Science & Technology,0.746373,Not relevant
H020,نیا آئی فون پاکستان میں کب آیا,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,2369,فور جی پر کام کرنے والا پہلا فیچر فون پاکستان میں متعارف,Business & Economics,0.740117,Not relevant
H021,آج کراچی میں زیادہ سے زیادہ حرارت,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,1,39284,کراچی گرمی بڑھتے ہیں روم کولرز کی مانگ بڑھ گئی,Business & Economics,0.823641,Partially relevant
H021,آج کراچی میں زیادہ سے زیادہ حرارت,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,2,105863,گرمی اور بہار کا استقبال کراچی میں پیش کی گئی نئے سیزن کی نئی کلیکشن,Entertainment,0.813778,Not relevant
H021,آج کراچی میں زیادہ سے زیادہ حرارت,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,3,74734,کراچی گرمی کی شدت بڑھتے ہی گولا گنڈا کی بکری بڑھ گئی,Business & Economics,0.813378,Partially relevant
H021,آج کراچی میں زیادہ سے زیادہ حرارت,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,4,40042,پشاور موسم سرما اتے ہی گرم شالوں کا بزنس چمک اٹھا,Business & Economics,0.755711,Not relevant
H021,آج کراچی میں زیادہ سے زیادہ حرارت,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,5,75248,سندھ گنے کی کرشنگ چینی کی تیاری کیلئے ملوں کے بوائلر گرم,Business & Economics,0.748227,Not relevant
H021,آج کراچی میں زیادہ سے زیادہ حرارت,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,74734,کراچی گرمی کی شدت بڑھتے ہی گولا گنڈا کی بکری بڑھ گئی,Business & Economics,0.809090,Partially relevant
H021,آج کراچی میں زیادہ سے زیادہ حرارت,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,49761,زنجیانگ میں برفباری نے موسم کو یک بستہ کردیا,Entertainment,0.721734,Not relevant
H021,آج کراچی میں زیادہ سے زیادہ حرارت,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,73509,لاہور میں سستے ایئرکنڈیشنڈ رمضان بازار,Business & Economics,0.718322,Not relevant
H021,آج کراچی میں زیادہ سے زیادہ حرارت,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,23619,بغیر بجلی کے کام کرنے والا ائیرکنڈیشنر,Science & Technology,0.693524,Not relevant
H021,آج کراچی میں زیادہ سے زیادہ حرارت,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,58863,پاک زمبابوے ون ڈے میچ میں گرمی کا زور رہے گا محکمہ موسمیات,Sports,0.682445,Partially relevant
H022,پاکستان کا اگلا کرکٹ میچ کس ملک سے,urdu,8,LONG_WORDS_SHORT_NEED,HEADLINE,1,51947,پاکستان اور انگلینڈ کے مابین دوسرا ٹی ٹوئنٹی میچ کل کھیلا جائے گا,Sports,0.865938,Relevant
H022,پاکستان کا اگلا کرکٹ میچ کس ملک سے,urdu,8,LONG_WORDS_SHORT_NEED,HEADLINE,2,53490,پاکستان اور نارتھمپٹن شائر کے درمیاں ون ڈے میچ اج کھیلا جائے گا,Sports,0.863157,Relevant
H022,پاکستان کا اگلا کرکٹ میچ کس ملک سے,urdu,8,LONG_WORDS_SHORT_NEED,HEADLINE,3,88275,پاکستان دوسرا اور اخری وارم اپ میچ اج سے کھیلےگا,Sports,0.856901,Partially relevant
H022,پاکستان کا اگلا کرکٹ میچ کس ملک سے,urdu,8,LONG_WORDS_SHORT_NEED,HEADLINE,4,43001,پاکستان بمقابلہ جنوبی افریقہ دوسرا ون ڈے اج کھیلا جائیگا,Sports,0.856732,Relevant
H022,پاکستان کا اگلا کرکٹ میچ کس ملک سے,urdu,8,LONG_WORDS_SHORT_NEED,HEADLINE,5,31729,پریکٹس میچ پاکستان انتہائی قریب کر فتح سے محروم,Sports,0.853199,Partially relevant
H022,پاکستان کا اگلا کرکٹ میچ کس ملک سے,urdu,8,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,95302,پاک اور بھارت کے درمیان دوسرا ٹی ٹوئنٹی احمد باد میں ہوگا,Sports,0.842381,Relevant
H022,پاکستان کا اگلا کرکٹ میچ کس ملک سے,urdu,8,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,47315,پاکستان اور سری لنکا کل چوتھے ون ڈے میں پنجہ ازما ہونگے,Sports,0.822145,Relevant
H022,پاکستان کا اگلا کرکٹ میچ کس ملک سے,urdu,8,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,46822,پہلا ٹی ٹونٹی میچ کھیلا جائیگا کرکٹ شائقین کو مقابلے کا شدت سے انتظار,Sports,0.820702,Partially relevant
H022,پاکستان کا اگلا کرکٹ میچ کس ملک سے,urdu,8,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,58282,شارجہ انگلینڈ اور پاکستان اج اخری ٹی 20 میں مدمقابل,Sports,0.812093,Relevant
H022,پاکستان کا اگلا کرکٹ میچ کس ملک سے,urdu,8,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,26640,پی ایس ایل کے میچ میرانشاہ خیبر مظفراباد میں بھی کرائیں گے ڈی جی ائی ایس پی ار,Sports,0.808883,Not relevant
H023,پیٹرول کی موجودہ قیمت فی لیٹر پاکستان,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,1,63501,پشاور میں پیٹرول پمپوں پر پیٹرول نایاب,Business & Economics,0.883365,Partially relevant
H023,پیٹرول کی موجودہ قیمت فی لیٹر پاکستان,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,2,75056,اسلام اباد لاہور فیصل اباد اور پنجاب کے کئی شہروں میں پیٹرول نایاب,Business & Economics,0.867814,Partially relevant
H023,پیٹرول کی موجودہ قیمت فی لیٹر پاکستان,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,3,71900,کراچی بیشتر پمپس پر پیٹرول دستیاب بعض پر ختم,Business & Economics,0.862027,Partially relevant
H023,پیٹرول کی موجودہ قیمت فی لیٹر پاکستان,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,4,73386,پٹرولیم مصنوعات پرسیلز ٹیکس لاہور ہائیکورٹ سے رجوع کرلیا گیا,Business & Economics,0.841856,Partially relevant
H023,پیٹرول کی موجودہ قیمت فی لیٹر پاکستان,urdu,7,LONG_WORDS_SHORT_NEED,HEADLINE,5,77613,ملک میں پیٹرول کی کوئی قلت نہیں مشیر پیٹرولیم,Business & Economics,0.840747,Partially relevant
H023,پیٹرول کی موجودہ قیمت فی لیٹر پاکستان,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,61027,لاہور عالمی منڈی میں تیل کی قیمتوں میں اضافہ نجی پیٹرولیم کمپنیوں نے اسٹاک کرلیا,Business & Economics,0.812815,Partially relevant
H023,پیٹرول کی موجودہ قیمت فی لیٹر پاکستان,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,63518,لاہور میں پیٹرولیم مصنوعات نایاب ہو گئیں,Business & Economics,0.793420,Partially relevant
H023,پیٹرول کی موجودہ قیمت فی لیٹر پاکستان,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,70415,ملک بھر میں پیٹرول کی دستیابی بہتر نہ بنائی جاسکی,Business & Economics,0.789935,Partially relevant
H023,پیٹرول کی موجودہ قیمت فی لیٹر پاکستان,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,74843,یکم اپریل سے پیٹرول 440 اور ڈیزل 625روپے مہنگا کرنے کی تیاری,Business & Economics,0.787615,Relevant
H023,پیٹرول کی موجودہ قیمت فی لیٹر پاکستان,urdu,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,71900,کراچی بیشتر پمپس پر پیٹرول دستیاب بعض پر ختم,Business & Economics,0.786625,Partially relevant
H024,آج سٹاک ایکسچینج کتنے پوائنٹ پر,urdu,6,LONG_WORDS_SHORT_NEED,HEADLINE,1,40174,سٹاک ایکسچینج میں مندی کا رجحان,Business & Economics,0.795201,Partially relevant
H024,آج سٹاک ایکسچینج کتنے پوائنٹ پر,urdu,6,LONG_WORDS_SHORT_NEED,HEADLINE,2,39654,سٹاک ایکسچینج کےحصص کی بک بلڈنگ کا عمل جاری,Business & Economics,0.783183,Not relevant
H024,آج سٹاک ایکسچینج کتنے پوائنٹ پر,urdu,6,LONG_WORDS_SHORT_NEED,HEADLINE,3,72669,اسٹاک ایکسچینج47ہزار پوائنٹس کی سطح عبور,Business & Economics,0.782968,Relevant
H024,آج سٹاک ایکسچینج کتنے پوائنٹ پر,urdu,6,LONG_WORDS_SHORT_NEED,HEADLINE,4,3393,اسٹاک ایکسچینج 100 انڈیکس بلند ترین سطح پر,Business & Economics,0.764767,Partially relevant
H024,آج سٹاک ایکسچینج کتنے پوائنٹ پر,urdu,6,LONG_WORDS_SHORT_NEED,HEADLINE,5,63927,اسٹاک ایکسچینج میں اتار چڑھا جاری,Business & Economics,0.762352,Partially relevant
H024,آج سٹاک ایکسچینج کتنے پوائنٹ پر,urdu,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,70330,اسٹاک ایکسچینج میں کاروبار کا مسلسل 7واں مثبت دن ڈالر اور سونا مہنگا ہوگیا,Business & Economics,0.756154,Partially relevant
H024,آج سٹاک ایکسچینج کتنے پوائنٹ پر,urdu,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,72653,ڈالر رواں سال کی بلند سطح 109روپے پر پہنچ گیا,Business & Economics,0.720205,Not relevant
H024,آج سٹاک ایکسچینج کتنے پوائنٹ پر,urdu,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,110651,اسٹاک ایکسچینج میں تیزی ڈالر اپنی قدر کھونے لگا,Business & Economics,0.720096,Partially relevant
H024,آج سٹاک ایکسچینج کتنے پوائنٹ پر,urdu,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,40372,پاکستان سٹاک ایکسچینج 37426پوائنٹس کی نئی بلند سطح پر بند,Business & Economics,0.711486,Relevant
H024,آج سٹاک ایکسچینج کتنے پوائنٹ پر,urdu,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,110314,اسٹاک ایکسچینج میں شدید مندی ڈالر بھی بلند ترین سطح پر پہنچ گیا,Business & Economics,0.697886,Partially relevant
H025,aaj lahore ka temperature kya hai,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,1,106241,دھوم تھری لاہور میں دوسرے روز بھی وہی رش وہی دھوم,Entertainment,0.730804,Not relevant
H025,aaj lahore ka temperature kya hai,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,2,74608,لاہور ماہ رمضا کی امد امد اتوار بازاروں میں رش,Business & Economics,0.689444,Not relevant
H025,aaj lahore ka temperature kya hai,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,3,50869,لاہور ہلکی بارش اور گہرے بادلوں سے موسم خوشگوار شہریوں نے پارکوں کی طرف رخ کرلیا,Entertainment,0.680200,Partially relevant
H025,aaj lahore ka temperature kya hai,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,4,59436,کراچی لاہور اسلام باد پشاور کوئٹہ میں سورج گرہن,Science & Technology,0.679339,Partially relevant
H025,aaj lahore ka temperature kya hai,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,5,50406,لاہور میں سہ روزہ برائیڈل ویک کا غاز ہو گیا,Entertainment,0.669198,Not relevant
H025,aaj lahore ka temperature kya hai,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,50869,لاہور ہلکی بارش اور گہرے بادلوں سے موسم خوشگوار شہریوں نے پارکوں کی طرف رخ کرلیا,Entertainment,0.775282,Partially relevant
H025,aaj lahore ka temperature kya hai,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,50043,لاہور بہار کا موسم اتے ہی پنجابی کلچرل میلہ سج گیا ڈھول کی تھاپ پربھنگڑے,Entertainment,0.727869,Partially relevant
H025,aaj lahore ka temperature kya hai,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,58863,پاک زمبابوے ون ڈے میچ میں گرمی کا زور رہے گا محکمہ موسمیات,Sports,0.690353,Partially relevant
H025,aaj lahore ka temperature kya hai,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,88515,کوچ مکی ارتھر کی جون کی صبح لاہور امد متوقع,Sports,0.663342,Not relevant
H025,aaj lahore ka temperature kya hai,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,49761,زنجیانگ میں برفباری نے موسم کو یک بستہ کردیا,Entertainment,0.660111,Not relevant
H026,sone ki tola qeemat aaj kitni hai,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,1,108474,جنت ٹو کی شاندار اوپننگپہلے دن9کروڑ کما لئے,Entertainment,0.757130,Not relevant
