query_id,split,query_text,language_type,query_category,source,creation_method,source_doc_id,article_category,word_count,char_len,protocol_label,protocol_route,wordcount_route,headline_p5,headline_ndcg5,headline_hit5,headline_rank,full_p5,full_ndcg5,full_hit5,full_rank,oracle_route,oracle_margin,oracle_primary_metric
QTRN_101,train,riil astit par ankm tiks trmimi bl qomi asmbli mein mnzor,roman_urdu,short,corpus_derived,title_roman,72764,Business & Economics,11,57,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_102,internal_val,رابی پیرزادہ کا مذہبی تعلیمات کے مطابق زندگی گزارنے کا کیوں ہوا,urdu,contextual,corpus_derived,why,5494,Entertainment,12,63,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_103,train,kiya rnbir ne slman ki jgh le li,roman_urdu,short,corpus_derived,title_roman,14730,Entertainment,8,32,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_104,train,کراچی 08 جون 2020 پاکستان اسٹاک ایکسچینج میں کاروباری ہفتے کے پہلے روز انڈیکس,urdu,detailed,corpus_derived,lead,63492,Business & Economics,14,77,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_105,dev,کورونا کیسز میں اضافہ اور لاک ڈان کا خدشہ پاکستان کیسے ہوا,urdu,contextual,corpus_derived,how,95,Business & Economics,12,58,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_106,dev,askr aioard iafth holi od actor jif lion brjz kinsr ka shkar,roman_urdu,short,corpus_derived,title_roman,3917,Entertainment,12,60,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_107,internal_val,باسط علی کے جھگڑےکی تحقیقات کریں گے شہریار کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,87080,Sports,12,59,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_108,internal_val,عالمی نمبر ایک ٹیم Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,87824,Sports,7,39,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_109,train,فلم ٹین تھاوزینڈ سینٹسکا پہلا ٹریلر جاری کردیا,urdu,short,corpus_derived,title_short,103994,Entertainment,8,46,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_110,train,io ae ai mein nmk ke zriae msnoai barish,roman_urdu,short,corpus_derived,title_roman,79845,Science & Technology,9,40,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_111,train,محمد حفیظ ٹی 20 کی کپتانی ون ڈے اور ٹیسٹ کیوں ہوا,urdu,contextual,corpus_derived,why,92707,Sports,12,49,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_112,train,nis mein salanh karniol ki tiarian zor oshor se jari,roman_urdu,short,corpus_derived,title_roman,48359,Entertainment,10,52,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_113,train,2017 میرے لیے دلچسپ سال بننے والا ہےانڈیا کے خانز کے ساتھ کام کرنا,urdu,detailed,corpus_derived,lead,11042,Entertainment,14,66,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_114,train,600 روپے کی گھڑی 35 لاکھ میں فروخت کیسے ہوا,urdu,contextual,corpus_derived,how,15310,Entertainment,10,43,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,13,HEADLINE,1.0,ndcg@5_known_item
QTRN_115,train,pakistan astak 100andiks 49 hzar ki hd abor krgia,roman_urdu,short,corpus_derived,title_roman,72586,Business & Economics,9,49,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_116,train,کاروباری ہفتے کا پہلا روز پاکستان اسٹاک مارکیٹ کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,63665,Business & Economics,12,63,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_117,internal_val,زمبابوے کو وائٹ واش Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,47026,Sports,7,40,SHORT,HEADLINE,FULL,0.2,0.4307,1,4,0.0,0.0,0,999,HEADLINE,0.4307,ndcg@5_known_item
QTRN_118,train,اجے دیوگن کی نئی فلم درشیامکے نئے پروموزریلیز,urdu,short,corpus_derived,title_short,103993,Entertainment,8,45,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.2,0.3869,1,5,HEADLINE,0.6131,ndcg@5_known_item
QTRN_119,train,rza mrad pakstani fnkaron ke prstar,roman_urdu,short,corpus_derived,title_roman,16447,Entertainment,6,35,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_120,train,بھارتی گلوکار اداکار گپی گریوال کی پشاور زلمی کے چیئرمین کیوں ہوا,urdu,contextual,corpus_derived,why,66278,Entertainment,12,65,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_121,train,pnjab bhr mein kal se ioniorsl nmbr jari krne ka fislh,roman_urdu,short,corpus_derived,title_roman,38421,Business & Economics,11,54,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_122,train,ڈھاکاایشیا کپ ٹی ٹوئنٹی میں اج پاکستان نے بنگلادیش کے خلاف ٹاس جیت کر,urdu,detailed,corpus_derived,lead,88847,Sports,14,69,LONG,FULL,FULL,0.2,0.3869,1,5,0.0,0.0,0,12,HEADLINE,0.3869,ndcg@5_known_item
QTRN_123,dev,ائرلینڈاور انگلینڈ کےخلاف ون ڈے سیریز کیلئے قومی ٹیم کا کیسے ہوا,urdu,contextual,corpus_derived,how,45783,Sports,12,64,LONG,FULL,FULL,0.2,0.6309,1,2,0.0,0.0,0,999,HEADLINE,0.6309,ndcg@5_known_item
QTRN_124,train,ali aur misha ke kis mein adakarh aft amr ne bayan rikard,roman_urdu,short,corpus_derived,title_roman,98276,Entertainment,12,57,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_125,internal_val,ریو اولمپکس کانٹ ڈان شروع یونان میں اولمپکس کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,46118,Sports,12,60,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_126,train,رواں سال کنو کی Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,76366,Business & Economics,7,36,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_127,train,خیبرپختونخوا صوبے کی تاریخ کا سب سے بڑا,urdu,short,corpus_derived,title_short,1416,Business & Economics,8,39,SHORT,HEADLINE,FULL,0.0,0.0,0,12,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_128,internal_val,sjad ali ke nie gane mein an ke bite glokar ki joani,roman_urdu,short,corpus_derived,title_roman,5277,Entertainment,12,52,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_129,train,کترینا کے ایکشن نے پریانکا کے ٹشن کی چھٹی کر کیوں ہوا,urdu,contextual,corpus_derived,why,102191,Entertainment,12,53,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_130,train,aid ke din riloe kraion mein 40 fisd kmi ka aalan,roman_urdu,short,corpus_derived,title_roman,76564,Business & Economics,11,49,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_131,train,کراچی 92نیوز کرنسی مارکیٹ میں جاری سٹے بازی کے خلاف اسٹیٹ بینک کے ایکشن,urdu,detailed,corpus_derived,lead,40805,Business & Economics,14,71,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_132,train,ڈیمانڈ کے مطابق پاکستان میںکرکٹ کا ٹیلنٹ نہیں افریدی کیسے ہوا,urdu,contextual,corpus_derived,how,88247,Sports,11,61,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_133,dev,pakistan airan mnsobon ko tizi se mkml krne ka fislh krlia nor,roman_urdu,short,corpus_derived,title_roman,74418,Business & Economics,12,62,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_134,train,سشانت کی خودکشی اور اقربا پروری پر بحث کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,97622,Entertainment,12,55,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_135,train,روپے کی قدر میں Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,111436,Business & Economics,7,36,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_136,train,انگلینڈ کے خلاف شاندار فتح پر وزیر اعظم,urdu,short,corpus_derived,title_short,26359,Sports,8,39,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,12,HEADLINE,1.0,ndcg@5_known_item
QTRN_137,train,azhr on de mein bhtrin karkrdgi kilie prazm,roman_urdu,short,corpus_derived,title_roman,31428,Sports,8,43,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_138,train,اسٹیو رہوڈز بنگلہ دیش کے نئے کوچ مقرر کیوں ہوا,urdu,contextual,corpus_derived,why,27842,Sports,10,46,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_139,dev,aif bi ar internet srosz par aaid tiks ki osoli kilie rolz,roman_urdu,short,corpus_derived,title_roman,111194,Business & Economics,12,58,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_140,dev,عالمی بازار میں سونا ڈالر مہنگا ہوکر 1467 ڈالر فی اونس کا ہوگیا فوٹوفائل,urdu,detailed,corpus_derived,lead,109534,Business & Economics,14,72,LONG,FULL,FULL,0.0,0.0,0,999,0.2,1.0,1,1,FULL,1.0,ndcg@5_known_item
QTRN_141,train,ایکس فائلز کی 13 سالوں بعد واپسی کیسے ہوا,urdu,contextual,corpus_derived,how,15217,Entertainment,9,41,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_142,train,kuch raton ki kam nind krskti hai borha,roman_urdu,short,corpus_derived,title_roman,14901,Entertainment,8,39,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_143,internal_val,اب فیس بک میں فوٹو فریم خود بنائیں کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,23162,Science & Technology,12,51,LONG,FULL,FULL,0.2,0.5,1,3,0.2,1.0,1,1,FULL,0.5,ndcg@5_known_item
QTRN_144,train,کوہاٹ سے تیل اور Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,64338,Business & Economics,7,37,SHORT,HEADLINE,FULL,0.0,0.0,0,8,0.2,1.0,1,1,FULL,1.0,ndcg@5_known_item
QTRN_145,train,ہالی وڈ کی ہارر ڈرامہ فلم برائٹ برن,urdu,short,corpus_derived,title_short,66813,Entertainment,8,35,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_146,train,mki arthrroze mein skht trinng se mtasr,roman_urdu,short,corpus_derived,title_roman,88331,Sports,7,39,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_147,internal_val,بولڈ گلوکاری کے بعد وینا ملک کے وطن کی محبت کیوں ہوا,urdu,contextual,corpus_derived,why,6149,Entertainment,12,52,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_148,train,thri di ainimitd kamidi flmdi nt jabka naya trilr jari,roman_urdu,short,corpus_derived,title_roman,106285,Entertainment,10,54,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_149,train,ملتان 92 نیوز یوں تو پاکستان میں ٹیلنٹ کی کوئی کمی نہیں لیکن ملتان,urdu,detailed,corpus_derived,lead,48301,Entertainment,14,66,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_150,dev,کمشنر کراچی کا دودھ کی قیمتیں برقرار رکھنے کا فیصلہ کیسے ہوا,urdu,contextual,corpus_derived,how,64562,Business & Economics,12,60,LONG,FULL,FULL,0.2,1.0,1,1,0.2,0.6309,1,2,HEADLINE,0.3691,ndcg@5_known_item
QTRN_151,train,pakistan se ti 20 mein aur bhi bhtr mqablh krin ge sri,roman_urdu,short,corpus_derived,title_roman,82188,Sports,12,54,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_152,train,ہسی جنوبی افریقہ کے مشیر بن گئے کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,34818,Sports,11,48,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_153,dev,ہواوے 2018 میں ریکارڈ Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,21069,Science & Technology,7,42,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_154,train,اس سال بجلی کی پیداوار میں ڈیڑھ ہزار,urdu,short,corpus_derived,title_short,74777,Business & Economics,8,36,SHORT,HEADLINE,FULL,0.2,0.5,1,3,0.0,0.0,0,16,HEADLINE,0.5,ndcg@5_known_item
QTRN_155,internal_val,gptl ki jarhanh batting pakistan ko dosre on de mein loss,roman_urdu,short,corpus_derived,title_roman,28551,Sports,11,57,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_156,train,کاروباری ہفتے کا تیسرا روز پاکستان اسٹاک مارکیٹ 353 پوائنٹس کیوں ہوا,urdu,contextual,corpus_derived,why,64413,Business & Economics,12,68,LONG,FULL,FULL,0.0,0.0,0,6,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_157,train,marof shaar ahmd fraz ko hm se bchhre brs bit gie,roman_urdu,short,corpus_derived,title_roman,100136,Entertainment,11,49,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_158,train,لاس اینجلس ویب ڈیسک میرل سٹریپ کی جانب سے ہالی وڈکی خواتین اداکاراوں کیلئے,urdu,detailed,corpus_derived,lead,51175,Entertainment,14,74,LONG,FULL,FULL,0.0,0.0,0,999,0.2,0.5,1,3,FULL,0.5,ndcg@5_known_item
QTRN_159,train,اسکاٹ لینڈ کیخلاف ٹی 20 سیریز قومی ٹیم کا اعلان کیسے ہوا,urdu,contextual,corpus_derived,how,43750,Sports,12,56,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_160,train,haris shil on de cricket ka bitsmin nahi amam alhq ko drap,roman_urdu,short,corpus_derived,title_roman,82749,Sports,12,58,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_161,train,یوٹیلٹی اسٹورز پر چینی کی فی کلو قیمت کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,79016,Business & Economics,12,54,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_162,train,جنوبی افریقا کیخلاف منصوبہ Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,83353,Sports,7,47,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_163,dev,یو یو ہنی سنگھ کی دل چوری ساڈا,urdu,short,corpus_derived,title_short,9911,Entertainment,8,30,SHORT,HEADLINE,FULL,0.0,0.0,0,8,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_164,train,pak bhart match ke moqa par foji dste tainat krne ka aalan,roman_urdu,short,corpus_derived,title_roman,57962,Sports,12,58,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_165,train,متنازع اشتہار پر نرگس فخری کا جواب گیا کیوں ہوا,urdu,contextual,corpus_derived,why,13706,Entertainment,10,47,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_166,train,marof adakarh aroh hsin aur glokar frhan said rshth azdoaj mein bndh,roman_urdu,short,corpus_derived,title_roman,68752,Entertainment,12,68,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_167,train,کابینہ کی اقتصادی رابطہ کمیٹی کے فیصلے کے تحت وزارت خزانہ نے پاکستان اسٹیل,urdu,detailed,corpus_derived,lead,61836,Business & Economics,14,74,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_168,dev,کاروباری ہفتے کا تیسرا روز پاکستان اسٹاک مارکیٹ پوائنٹس کی کیسے ہوا,urdu,contextual,corpus_derived,how,63522,Business & Economics,12,67,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,15,HEADLINE,1.0,ndcg@5_known_item
QTRN_169,train,ohid mrad ki iad mein,roman_urdu,short,corpus_derived,title_roman,17560,Entertainment,5,21,SHORT,HEADLINE,HEADLINE,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_170,dev,پاکستان نے ویسٹ انڈیز کو دوسرے ٹی ٹوئنٹی کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,84418,Sports,12,57,LONG,FULL,FULL,0.2,0.4307,1,4,0.0,0.0,0,999,HEADLINE,0.4307,ndcg@5_known_item
QTRN_171,train,ڈاکار ریلی فرانسیسی ڈرائیور Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,46652,Sports,7,48,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_172,train,تیسراٹیسٹ انگلینڈ کو سیریز جیتنے کے لیے وکٹیں,urdu,short,corpus_derived,title_short,52029,Sports,8,45,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_173,train,pakistan oomnz cricket team fainl mein aj bngla dish se mdmqabl ho,roman_urdu,short,corpus_derived,title_roman,91978,Sports,12,66,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_174,dev,ایف بی کا ڈاکٹرز کے بعد فیشن ڈیزائنرز کے گرد کیوں ہوا,urdu,contextual,corpus_derived,why,109004,Business & Economics,12,53,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_175,internal_val,babraazm tist mein bhtrin karkrdgi kilie praatmad,roman_urdu,short,corpus_derived,title_roman,31152,Sports,7,49,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_176,train,کراچی پاکستان کرکٹ ٹیم کے کپتان سرفراز احمد کے نسلی تعصب پر مبنی ریمارکس,urdu,detailed,corpus_derived,lead,83239,Sports,14,72,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_177,train,دورہ زمبابوے کیلئےٹیم کا اعلان چند روز میں کردیا جائے کیسے ہوا,urdu,contextual,corpus_derived,how,90215,Sports,12,62,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_178,train,rthr ki khlarion ko be rhm karkrdgi ki hdait,roman_urdu,short,corpus_derived,title_roman,37773,Sports,9,44,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_179,train,ائٹم سانگ خواتین کی بے عزتی ہیں کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,14402,Entertainment,11,48,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,9,HEADLINE,1.0,ndcg@5_known_item
QTRN_180,train,شاہ رخ انوشکا کی Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,100416,Entertainment,7,37,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_181,train,عالمی ثالثی عدالت نے عمر اکمل کی پبلک,urdu,short,corpus_derived,title_short,80543,Sports,8,37,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.2,0.5,1,3,FULL,0.5,ndcg@5_known_item
QTRN_182,train,dosra ti 20 pakistan ki oist andiz kikhlaf tas jeet kr batting,roman_urdu,short,corpus_derived,title_roman,94131,Sports,12,62,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_183,train,سن سیٹ اینڈ وائن پی ایس ایل فائنل کے نشریاتی کیوں ہوا,urdu,contextual,corpus_derived,why,30186,Sports,12,53,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,9,HEADLINE,1.0,ndcg@5_known_item
QTRN_184,train,aishiaii trqiati bank pakistan ko 10 arb dollar amdad de ga,roman_urdu,short,corpus_derived,title_roman,81,Business & Economics,11,59,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,7,HEADLINE,1.0,ndcg@5_known_item
QTRN_185,train,بولی وڈ گلوکارہ نیہا ککڑ کچھ عرصے پہلے اداکار ہمانشو کوہلی سے بریک اپ,urdu,detailed,corpus_derived,lead,7239,Entertainment,14,69,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_186,train,ٹی 20 ورلڈ کپ نیپال کا ہانگ کانگ کو میچ کیسے ہوا,urdu,contextual,corpus_derived,how,92839,Sports,12,48,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_187,train,brtanih mein jon ke doran birozgari ki shrh mein kmi,roman_urdu,short,corpus_derived,title_roman,76927,Business & Economics,10,52,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_188,train,اگر جاوید میانداد نہ ہوتے تو میں نہ کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,80565,Sports,12,52,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_189,dev,ئی سی سی کا Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,26594,Sports,7,32,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_190,train,تیسرا ٹی20پاکستان کو سری لنکا کیخلاف کلین سوئپ,urdu,short,corpus_derived,title_short,25825,Sports,8,46,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,7,HEADLINE,1.0,ndcg@5_known_item
QTRN_191,dev,aipl aur koalkom ke drmian qanoni jng shroa,roman_urdu,short,corpus_derived,title_roman,23059,Science & Technology,8,43,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_192,train,ایک اور فتح بولٹ نے عالمی ریکارڈ برابر کر دیا کیوں ہوا,urdu,contextual,corpus_derived,why,36422,Sports,12,54,LONG,FULL,FULL,0.2,1.0,1,1,0.2,0.3869,1,5,HEADLINE,0.6131,ndcg@5_known_item
QTRN_193,train,batoni robot khla mein jane kilie tiar,roman_urdu,short,corpus_derived,title_roman,16948,Entertainment,7,38,SHORT,HEADLINE,FULL,0.0,0.0,0,12,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_194,train,ملک میں ہونے والے تاریخی کرکٹ کے دنگل کے لیے پاکستان سپر لیگ فائنل,urdu,detailed,corpus_derived,lead,56493,Sports,14,66,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_195,internal_val,ڈیزل کی قیمت میں 4روپے ضافہ نئی قیمت 10543 روپے کیسے ہوا,urdu,contextual,corpus_derived,how,38380,Business & Economics,12,56,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_196,dev,dfaai chimpin peshawar zlmi ke kamran akml team ko tap for mein,roman_urdu,short,corpus_derived,title_roman,84574,Sports,12,63,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_197,train,قومی ٹیم دیامیر بھاشا ڈیم کےلیے 32لاکھ روپے کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,54669,Sports,12,60,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_198,train,ہالی وڈ فلم مینینز Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,104088,Entertainment,7,39,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_199,train,کورونا کے باعث احد رضا میر کا ہیملیٹ,urdu,short,corpus_derived,title_short,4345,Entertainment,8,36,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_200,train,stak market mein mndi ke ghre badl chhagie,roman_urdu,short,corpus_derived,title_roman,39878,Business & Economics,8,42,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_201,train,چوتھا ون ڈے اسٹریلیا نے پاکستان کو چھ رنز سے کیوں ہوا,urdu,contextual,corpus_derived,why,53609,Sports,12,53,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
